net|sta|evtnum|mean(azimuth)|std|median|mad|starttime|endtime
JL|BST|71|-7.33|4.70|-8.04|4.14|2008-01-22T17:14:00Z|2012-06-19T15:56:00Z
JL|BST|28|-36.92|8.12|-38.21|3.17|2012-07-28T20:03:00Z|2013-04-14T01:32:00Z
JL|BST|11|0.77|4.74|1.43|6.02|2013-06-05T04:47:00Z|2013-08-24T08:40:00Z
JL|CBS|147|-12.23|11.92|-14.02|7.86|2008-10-05T09:12:00Z|2011-02-21T10:57:00Z
JL|CBS|151|-2.26|14.37|-3.07|8.12|2011-03-10T17:08:00Z|2013-09-01T11:52:00Z
JL|CBT|63|-94.17|3.54|-93.92|2.79|2007-09-30T02:08:00Z|2008-10-05T09:12:00Z
JL|CBT|232|-98.92|7.46|-99.46|3.28|2008-10-05T15:52:00Z|2013-04-14T01:32:00Z
JL|CBT|14|-0.10|5.88|-1.73|2.17|2013-04-16T10:44:00Z|2013-08-31T06:38:00Z
JL|CN2|211|-7.95|6.44|-7.59|4.80|2008-05-25T19:18:00Z|2012-01-10T18:36:00Z
JL|CN2|53|-8.35|5.78|-8.96|4.64|2012-02-05T16:40:00Z|2012-09-26T23:39:00Z
JL|CN2|51|-0.54|5.10|-0.66|4.21|2012-10-03T13:32:00Z|2013-09-01T11:52:00Z
JL|DHT|248|-2.06|4.95|-2.11|3.60|2008-08-07T18:30:00Z|2012-05-12T23:28:00Z
JL|DHT|63|-0.46|4.14|-1.07|2.64|2012-05-24T22:47:00Z|2013-09-01T11:52:00Z
JL|FMT|30|-9.34|9.26|-10.54|9.41|2007-07-30T22:42:00Z|2007-11-27T11:49:00Z
JL|FMT|236|-6.65|7.54|-6.44|8.30|2007-12-09T07:28:00Z|2010-07-27T16:54:00Z
JL|FMT|159|-4.73|6.16|-3.97|5.97|2010-08-04T07:15:00Z|2012-10-20T23:00:00Z
JL|FMT|46|0.60|5.97|2.01|4.95|2012-10-28T03:04:00Z|2013-09-01T11:52:00Z
JL|FST|92|-5.62|4.47|-5.93|3.07|2007-07-30T22:42:00Z|2008-12-06T10:55:00Z
JL|FST|218|-6.02|4.02|-6.47|4.05|2009-01-19T03:35:00Z|2012-12-14T10:36:00Z
JL|FST|29|-0.49|4.29|0.19|3.88|2012-12-15T04:49:00Z|2013-09-01T11:52:00Z
JL|HCT|21|33.04|5.62|33.35|2.71|2007-08-01T17:08:00Z|2007-10-02T18:00:00Z
JL|HCT|274|1.37|4.81|1.85|3.28|2007-11-22T08:48:00Z|2012-05-22T00:00:00Z
JL|HCT|71|0.38|5.33|1.72|3.54|2012-06-04T11:18:00Z|2013-09-01T11:52:00Z
JL|HST|131|-78.65|5.41|-79.60|4.80|2007-07-30T22:42:00Z|2009-07-28T08:43:00Z
JL|HST|61|-81.74|11.02|-83.67|4.26|2009-07-30T20:05:00Z|2010-06-26T05:30:00Z
JL|HST|93|-13.63|4.85|-13.74|3.05|2010-06-26T09:50:00Z|2012-08-26T15:05:00Z
JL|HST|21|-10.17|5.69|-11.85|4.69|2012-09-03T06:49:00Z|2013-04-16T10:44:00Z
JL|HST|15|1.15|5.17|1.21|6.26|2013-04-16T22:55:00Z|2013-09-01T11:52:00Z
JL|JCT|231|-14.48|5.45|-14.93|4.45|2008-06-21T11:36:00Z|2011-08-11T10:06:00Z
JL|JCT|68|-26.61|5.76|-27.34|4.37|2011-08-16T11:03:00Z|2013-04-14T01:32:00Z
JL|JCT|20|-0.35|4.52|-1.18|5.03|2013-04-16T10:44:00Z|2013-09-01T11:52:00Z
JL|JYT|76|-3.78|8.43|-2.79|4.09|2008-07-11T09:58:00Z|2009-10-29T17:44:00Z
JL|JYT|154|-62.81|6.73|-63.15|3.20|2010-02-13T02:34:00Z|2012-09-05T13:09:00Z
JL|JYT|44|1.19|4.07|1.76|3.22|2012-09-08T10:51:00Z|2013-09-01T11:52:00Z
JL|LHT|185|-179.58|6.69|-180.13|4.71|2007-09-19T07:27:00Z|2009-11-09T10:44:00Z
JL|LHT|166|-179.67|5.36|-180.31|3.48|2009-12-09T09:46:00Z|2012-05-12T23:28:00Z
JL|LYT|210|114.88|9.78|115.56|3.63|2007-09-02T01:05:00Z|2011-01-09T10:03:00Z
JL|LYT|32|-4.61|7.71|-5.28|6.29|2011-01-09T17:21:00Z|2011-07-18T22:38:00Z
JL|LYT|111|-5.03|5.52|-5.38|4.67|2011-07-25T00:50:00Z|2013-09-01T11:52:00Z
JL|MJT|67|-57.67|7.56|-58.16|4.70|2007-07-30T22:42:00Z|2008-06-25T02:53:00Z
JL|MJT|182|-19.53|5.04|-19.45|4.40|2008-06-27T11:40:00Z|2011-05-05T14:13:00Z
JL|MJT|105|-13.10|9.22|-13.35|5.35|2011-05-10T08:55:00Z|2012-07-29T02:21:00Z
JL|MJT|57|-1.93|4.33|-1.99|4.61|2012-09-03T18:23:00Z|2013-09-01T11:52:00Z
JL|PST|236|-154.45|5.66|-155.37|4.76|2007-07-30T22:42:00Z|2010-06-28T18:19:00Z
JL|PST|165|173.24|14.62|174.06|4.89|2011-01-13T16:16:00Z|2013-04-14T01:32:00Z
JL|PST|28|-0.80|5.85|-0.27|6.49|2013-04-16T10:44:00Z|2013-09-01T11:52:00Z
JL|SGT|18|-7.08|7.44|-9.41|7.44|2011-08-20T16:55:00Z|2013-09-01T11:52:00Z
JL|SLT|14|-71.92|6.08|-72.84|7.03|2012-02-02T13:34:00Z|2013-06-13T16:47:00Z
JL|SPT|40|-96.29|6.06|-94.96|3.47|2007-07-30T22:42:00Z|2007-12-19T09:30:00Z
JL|SPT|140|-96.09|5.26|-96.29|4.44|2008-01-07T03:12:00Z|2009-11-08T19:41:00Z
JL|SPT|58|-89.70|11.75|-91.17|3.85|2009-11-09T10:44:00Z|2010-08-10T05:23:00Z
JL|SPT|144|-5.56|5.76|-6.30|3.43|2010-08-18T16:28:00Z|2013-05-11T20:46:00Z
JL|SPT|22|0.41|5.69|-0.35|3.92|2013-05-14T00:32:00Z|2013-09-01T11:52:00Z
JL|SYZT|228|-86.92|7.11|-87.29|4.72|2007-07-30T22:42:00Z|2010-06-24T05:32:00Z
JL|SYZT|35|-24.22|10.68|-22.87|2.15|2010-06-26T05:30:00Z|2010-11-11T20:29:00Z
JL|SYZT|93|-21.22|9.53|-21.34|5.40|2010-12-02T03:12:00Z|2012-04-23T17:36:00Z
JL|SYZT|58|-17.66|10.40|-20.18|8.00|2012-04-24T14:57:00Z|2013-08-31T06:38:00Z
JL|THT|255|2.48|4.84|2.39|3.50|2007-07-30T22:42:00Z|2010-05-03T14:04:00Z
JL|THT|237|2.22|4.13|1.64|2.97|2010-05-08T03:22:00Z|2013-05-26T06:08:00Z
JL|THT|21|-1.43|3.83|-1.04|3.29|2013-06-01T14:10:00Z|2013-09-01T11:52:00Z
JL|YFT|193|-14.56|6.60|-14.72|5.56|2007-08-08T17:04:00Z|2010-05-03T14:04:00Z
JL|YFT|196|-5.22|5.42|-6.05|5.44|2010-06-02T09:28:00Z|2013-09-01T11:52:00Z
JL|YNB|14|-3.68|6.45|-2.67|2.46|2007-07-30T22:42:00Z|2007-09-13T09:48:00Z
JL|YNB|353|-3.60|4.10|-3.63|3.74|2007-09-14T06:01:00Z|2013-09-03T20:19:00Z
JS|BY|57|-0.82|11.56|0.59|9.34|2008-03-03T02:37:00Z|2013-07-06T05:05:00Z
JS|CS|110|-3.84|7.56|-4.83|5.06|2007-09-12T11:10:00Z|2009-06-03T18:54:00Z
JS|CS|260|-4.62|5.53|-4.77|4.23|2009-06-23T14:19:00Z|2013-09-01T11:52:00Z
JS|CZ|235|-150.34|4.75|-150.70|3.69|2008-12-08T18:39:00Z|2012-10-08T11:43:00Z
JS|DH|60|4.36|7.19|3.43|7.57|2007-09-12T11:10:00Z|2008-03-29T17:30:00Z
JS|DH|154|-0.96|6.78|-0.91|6.43|2008-04-15T22:59:00Z|2010-06-30T04:31:00Z
JS|DH|200|3.07|5.47|2.82|5.14|2010-07-02T06:04:00Z|2013-09-01T11:52:00Z
JS|GAY|356|-0.33|5.15|-0.37|3.18|2007-09-12T11:10:00Z|2012-08-11T12:23:00Z
JS|GAY|41|-1.95|6.76|-0.82|2.85|2012-08-19T22:41:00Z|2013-06-15T16:11:00Z
JS|GC|97|1.22|4.21|1.45|4.28|2007-09-12T11:10:00Z|2009-01-15T07:27:00Z
JS|GC|57|-5.91|4.90|-6.27|3.62|2009-01-15T17:49:00Z|2010-07-10T11:43:00Z
JS|GC|93|0.97|4.62|0.74|3.29|2011-01-13T16:16:00Z|2013-02-07T00:30:00Z
JS|GC|34|-3.11|6.78|-1.83|4.12|2013-02-14T13:13:00Z|2013-09-01T11:52:00Z
JS|GUY|71|0.07|5.92|-0.15|5.96|2007-09-12T11:10:00Z|2008-08-25T13:21:00Z
JS|GUY|55|6.67|8.33|5.48|4.23|2008-08-30T06:54:00Z|2009-03-16T14:15:00Z
JS|GUY|17|3.43|10.34|4.98|4.24|2009-03-24T23:28:00Z|2009-05-24T00:58:00Z
JS|GUY|309|11.11|6.65|11.80|5.20|2009-06-14T03:36:00Z|2013-09-02T04:30:00Z
JS|HA|89|126.48|10.39|125.15|4.08|2007-12-19T09:30:00Z|2012-02-02T13:34:00Z
JS|HUA|110|-14.16|7.37|-13.61|4.86|2007-09-12T11:10:00Z|2012-04-25T07:42:00Z
JS|HUA|30|-12.93|8.36|-11.47|4.25|2012-05-16T00:59:00Z|2013-02-23T08:59:00Z
JS|HUA|20|-12.61|4.79|-12.73|4.86|2013-03-24T04:18:00Z|2013-09-01T11:52:00Z
JS|JJ|44|80.43|5.82|80.56|5.59|2007-09-12T11:10:00Z|2008-03-12T11:23:00Z
JS|JJ|105|83.97|6.95|85.12|6.24|2008-03-15T14:43:00Z|2009-10-22T19:51:00Z
JS|JJ|167|63.00|5.57|62.97|4.39|2009-10-24T14:40:00Z|2012-10-30T02:48:00Z
JS|JJ|44|63.71|10.47|64.98|4.68|2012-11-19T09:44:00Z|2013-08-30T16:25:00Z
JS|JT|88|-9.78|11.17|-10.86|6.55|2007-09-12T11:10:00Z|2009-02-24T12:13:00Z
JS|JT|192|-10.18|5.82|-10.48|4.28|2009-04-15T20:01:00Z|2013-09-01T11:52:00Z
JS|KS|14|-92.64|12.27|-88.40|7.61|2007-09-13T03:35:00Z|2007-10-21T14:24:00Z
JS|KS|31|-92.65|6.98|-90.66|7.69|2007-10-24T21:02:00Z|2009-10-12T09:37:00Z
JS|KS|166|-98.67|9.45|-98.96|4.55|2009-10-13T05:37:00Z|2013-08-30T16:25:00Z
JS|LAS|11|-98.75|3.65|-98.59|4.86|2007-12-19T09:30:00Z|2008-05-09T21:51:00Z
JS|LAS|101|-95.56|3.19|-94.93|2.54|2008-05-20T13:53:00Z|2012-12-21T22:28:00Z
JS|LH|145|-1.43|8.24|-0.46|7.86|2007-10-12T00:31:00Z|2010-10-08T03:26:00Z
JS|LH|102|-0.80|5.71|-0.73|4.74|2011-04-03T20:06:00Z|2013-08-30T16:25:00Z
JS|LIS|211|-13.52|9.66|-14.63|4.20|2007-12-10T12:10:00Z|2012-01-18T12:50:00Z
JS|LIS|67|-12.46|7.13|-13.64|4.77|2012-03-03T12:19:00Z|2013-09-01T11:52:00Z
JS|LYG|272|-13.56|6.52|-12.15|6.78|2009-09-29T17:48:00Z|2013-09-01T11:52:00Z
JS|NJ2|95|2.92|7.44|2.39|4.06|2008-05-20T13:53:00Z|2010-02-27T23:21:00Z
JS|NJ2|56|2.02|8.32|1.97|3.90|2010-03-05T16:07:00Z|2011-05-01T16:12:00Z
JS|NJ2|114|1.80|3.99|1.70|3.25|2011-05-10T08:55:00Z|2013-09-01T11:52:00Z
JS|NT|164|158.85|8.40|158.44|6.31|2007-09-12T11:10:00Z|2009-10-07T22:50:00Z
JS|NT|65|159.48|4.62|159.41|3.50|2009-10-24T14:40:00Z|2011-01-13T16:16:00Z
JS|NT|160|173.92|6.48|173.46|5.69|2011-01-17T19:20:00Z|2013-07-02T07:37:00Z
JS|PX|69|5.28|7.38|5.84|5.77|2007-09-12T23:49:00Z|2009-05-01T06:03:00Z
JS|PX|179|5.75|6.30|6.00|5.90|2009-10-29T17:44:00Z|2013-09-01T11:52:00Z
JS|PZ|106|12.00|9.49|11.16|5.69|2007-09-12T11:10:00Z|2009-07-01T09:30:00Z
JS|PZ|217|10.74|5.53|10.04|3.96|2009-07-07T19:11:00Z|2012-08-10T18:37:00Z
JS|PZ|27|16.54|6.19|17.99|3.28|2012-08-19T22:41:00Z|2013-06-13T16:47:00Z
JS|PZ|12|-2.38|6.57|-0.88|4.28|2013-06-15T11:20:00Z|2013-09-01T11:52:00Z
JS|QD|68|-98.41|6.99|-99.98|6.95|2008-07-05T02:12:00Z|2011-07-25T00:50:00Z
JS|QSD|137|-1.16|6.89|-0.58|3.77|2010-09-29T17:10:00Z|2013-07-02T07:37:00Z
JS|RD|87|-115.44|10.65|-117.88|2.51|2007-09-12T11:10:00Z|2011-01-22T07:38:00Z
JS|SH|134|-7.25|6.34|-7.29|5.29|2007-09-12T11:10:00Z|2009-08-16T07:38:00Z
JS|SH|130|-46.25|8.87|-47.77|5.82|2010-07-21T09:16:00Z|2013-05-24T11:10:00Z
JS|SQ|46|-10.09|13.76|-8.45|4.34|2009-07-06T14:53:00Z|2010-09-29T17:10:00Z
JS|SQ|93|-7.78|4.96|-7.86|4.12|2010-10-08T05:43:00Z|2013-06-15T16:11:00Z
JS|SQ|12|-1.62|5.81|-1.42|7.46|2013-06-16T21:39:00Z|2013-09-01T11:52:00Z
JS|TZ|27|171.57|4.46|171.42|3.62|2008-04-16T05:54:00Z|2012-02-02T13:34:00Z
JS|WX|281|-0.14|4.67|-0.37|3.01|2007-09-12T11:10:00Z|2011-08-20T16:55:00Z
JS|WX|135|-0.26|4.70|0.00|3.35|2011-08-25T10:39:00Z|2013-09-01T11:52:00Z
JS|XIY|79|-0.09|9.26|0.25|4.30|2007-09-12T11:10:00Z|2009-03-02T00:03:00Z
JS|XIY|17|-66.51|13.60|-64.46|6.14|2009-03-06T10:50:00Z|2009-05-24T00:58:00Z
JS|XIY|167|-64.88|5.59|-64.57|4.26|2009-06-03T18:54:00Z|2012-04-11T08:38:00Z
JS|XIY|64|-60.95|9.10|-62.20|5.85|2012-04-14T19:26:00Z|2013-06-13T16:47:00Z
JS|XIY|12|0.35|6.09|-1.00|5.47|2013-06-15T16:11:00Z|2013-09-01T11:52:00Z
JS|XW|104|-4.82|7.72|-5.32|4.67|2007-09-19T07:27:00Z|2009-05-16T00:53:00Z
JS|XW|92|-2.64|6.46|-3.03|5.07|2009-06-17T07:08:00Z|2011-01-09T18:21:00Z
JS|XW|158|0.60|4.75|1.01|2.85|2011-02-06T11:21:00Z|2013-09-01T11:52:00Z
JS|XY|40|11.29|4.71|11.49|3.97|2007-09-12T11:10:00Z|2008-08-19T16:30:00Z
JS|XY|33|-6.32|4.27|-7.13|1.91|2008-08-30T06:54:00Z|2009-04-06T01:32:00Z
JS|XY|117|4.05|9.01|5.03|3.50|2009-04-15T20:01:00Z|2011-08-16T17:33:00Z
JS|XY|16|12.61|10.19|12.05|4.28|2011-08-22T20:12:00Z|2012-01-10T18:36:00Z
JS|XY|72|2.80|5.99|3.21|7.24|2012-02-02T13:34:00Z|2013-09-01T11:52:00Z
JS|XZ|121|5.27|6.49|5.37|2.64|2007-09-12T11:10:00Z|2008-10-21T13:00:00Z
JS|XZ|50|5.22|5.50|5.98|3.03|2008-10-23T10:04:00Z|2009-05-24T00:58:00Z
JS|XZ|249|6.11|4.37|5.77|3.16|2009-06-03T18:54:00Z|2013-05-26T06:08:00Z
JS|XZ|15|-0.28|5.35|0.00|3.16|2013-06-05T04:47:00Z|2013-09-01T11:52:00Z
JS|YC|28|156.58|5.65|156.95|5.97|2009-03-19T18:17:00Z|2013-05-23T17:19:00Z
JS|YX|32|27.93|5.14|27.69|3.98|2008-01-06T05:14:00Z|2008-11-24T09:02:00Z
JS|ZJ|79|-10.95|6.51|-10.38|4.06|2007-08-08T17:04:00Z|2008-08-28T12:37:00Z
JS|ZJ|281|-11.00|5.52|-11.17|4.08|2008-09-01T04:00:00Z|2012-11-19T09:44:00Z
JS|ZJ|50|-9.83|7.47|-10.08|4.95|2012-12-10T16:53:00Z|2013-08-30T16:25:00Z
JX|ANY|31|12.01|9.87|13.66|2.68|2007-08-15T20:22:00Z|2008-03-03T09:31:00Z
JX|ANY|36|12.60|3.51|12.51|2.94|2008-03-15T14:43:00Z|2009-03-19T18:17:00Z
JX|ANY|32|20.50|5.14|19.63|2.83|2009-04-01T03:54:00Z|2010-03-04T14:02:00Z
JX|ANY|139|15.76|4.15|15.99|2.49|2010-03-05T16:07:00Z|2013-02-06T00:07:00Z
JX|ANY|39|-1.71|3.80|-1.02|2.02|2013-02-07T00:30:00Z|2013-09-01T11:52:00Z
JX|DAY|27|-9.81|11.88|-10.80|2.59|2007-12-19T09:30:00Z|2009-06-02T02:17:00Z
JX|DAY|72|-11.18|5.37|-11.23|4.28|2009-09-02T07:55:00Z|2013-02-06T00:07:00Z
JX|DAY|21|2.07|2.37|1.96|2.40|2013-02-14T13:13:00Z|2013-09-01T11:52:00Z
JX|DUC|197|1.33|7.68|1.28|4.83|2007-08-01T17:08:00Z|2013-06-05T04:47:00Z
JX|FEC|112|-2.38|6.46|-2.96|5.80|2007-08-01T17:08:00Z|2009-08-20T06:35:00Z
JX|FEC|23|-1.06|8.77|-1.97|5.34|2009-09-02T07:55:00Z|2010-02-11T18:43:00Z
JX|FEC|58|-3.24|4.89|-2.77|4.24|2010-02-15T21:51:00Z|2011-05-14T21:07:00Z
JX|FEC|116|-0.67|5.13|-0.08|4.26|2011-05-15T18:37:00Z|2013-09-01T11:52:00Z
JX|GAA|55|-116.76|7.58|-116.90|3.59|2009-02-18T21:53:00Z|2010-07-18T19:48:00Z
JX|GAA|78|-114.84|13.73|-116.22|3.32|2010-07-30T03:56:00Z|2013-01-05T08:58:00Z
JX|GAA|20|0.52|4.83|-0.02|3.22|2013-01-28T16:38:00Z|2013-08-16T02:31:00Z
JX|GAZ|58|-0.24|3.48|-0.07|3.57|2007-08-16T08:39:00Z|2008-08-30T06:54:00Z
JX|GAZ|38|4.13|4.72|3.56|2.30|2008-09-06T05:47:00Z|2009-08-18T21:20:00Z
JX|GAZ|158|2.84|3.36|3.02|2.39|2009-09-02T07:55:00Z|2013-02-06T00:07:00Z
JX|GAZ|31|-1.89|2.44|-1.59|2.51|2013-02-07T00:30:00Z|2013-09-01T11:52:00Z
JX|HUC|58|1.46|8.56|0.36|1.87|2007-08-20T21:30:00Z|2008-10-28T23:09:00Z
JX|HUC|85|0.56|6.22|1.06|2.13|2008-12-08T18:39:00Z|2010-12-02T03:12:00Z
JX|HUC|122|-0.17|5.44|0.40|2.19|2010-12-23T14:00:00Z|2013-08-30T16:25:00Z
JX|JDZ|56|-1.49|10.95|-1.86|5.78|2007-08-08T17:04:00Z|2008-05-20T13:53:00Z
JX|JDZ|282|-1.39|5.98|-0.96|5.00|2009-02-18T21:53:00Z|2013-09-01T11:52:00Z
JX|JGS|359|3.51|5.58|3.90|4.43|2007-08-02T02:37:00Z|2013-03-01T13:20:00Z
JX|JGS|41|3.63|5.12|2.51|3.69|2013-03-13T03:12:00Z|2013-09-01T11:52:00Z
JX|JIA|164|2.37|5.17|2.33|3.13|2007-08-01T17:08:00Z|2010-07-25T03:39:00Z
JX|JIA|51|-0.24|7.50|1.11|5.16|2010-08-04T07:15:00Z|2011-08-11T10:06:00Z
JX|JIA|74|1.22|4.96|1.69|2.88|2011-08-20T16:55:00Z|2013-02-28T14:05:00Z
JX|JIA|37|-3.04|5.54|-1.41|2.22|2013-03-01T12:53:00Z|2013-09-01T11:52:00Z
JX|JIJ|205|0.45|4.28|0.37|3.84|2007-08-01T17:08:00Z|2010-05-16T00:33:00Z
JX|JIJ|151|0.46|4.13|0.79|2.49|2010-06-02T09:28:00Z|2012-09-26T23:39:00Z
JX|JIJ|63|0.59|3.76|0.48|3.26|2012-10-08T11:43:00Z|2013-09-01T11:52:00Z
JX|JIX|114|-0.44|4.42|-0.43|3.47|2007-08-01T17:08:00Z|2009-09-29T17:48:00Z
JX|JIX|64|-0.55|4.01|-0.15|2.85|2009-10-13T05:37:00Z|2010-11-26T17:36:00Z
JX|JIX|124|-0.25|3.51|-0.24|2.49|2010-12-13T01:14:00Z|2013-07-07T18:35:00Z
JX|LEA|26|0.99|5.21|1.48|5.01|2007-08-08T17:04:00Z|2010-07-10T11:43:00Z
JX|LEA|25|1.56|4.18|1.76|2.98|2011-01-13T16:16:00Z|2013-08-30T16:25:00Z
JX|LON|97|4.00|5.76|3.30|3.41|2007-09-13T03:35:00Z|2013-04-09T11:52:00Z
JX|NAC|174|1.20|4.16|0.86|3.46|2007-08-08T17:05:00Z|2010-08-15T15:09:00Z
JX|NAC|121|-1.18|3.89|-1.26|3.29|2011-02-21T23:51:00Z|2013-09-01T11:52:00Z
JX|NNC|62|-5.50|7.95|-4.96|5.82|2007-11-12T00:25:00Z|2008-10-19T05:10:00Z
JX|NNC|260|1.52|8.59|2.25|4.28|2009-04-15T17:47:00Z|2013-09-01T11:52:00Z
JX|SHC|30|1.43|4.45|0.82|4.59|2007-10-24T21:02:00Z|2009-11-08T19:41:00Z
JX|SHC|44|0.54|3.58|-0.18|3.66|2010-08-10T05:23:00Z|2012-10-08T11:43:00Z
JX|SHC|52|-2.21|3.27|-2.33|2.85|2012-10-12T00:31:00Z|2013-09-01T11:52:00Z
JX|SHR|44|-0.82|10.12|0.20|4.18|2007-08-01T17:08:00Z|2008-01-06T05:14:00Z
JX|SHR|166|-1.95|11.32|-1.16|3.03|2008-03-03T09:31:00Z|2011-01-18T20:23:00Z
JX|SHR|146|-0.75|5.82|-0.58|2.79|2011-02-07T19:53:00Z|2013-09-01T11:52:00Z
JX|WAA|167|1.97|4.06|1.91|2.76|2007-08-01T17:08:00Z|2010-10-12T12:02:00Z
JX|WAA|130|1.02|3.42|0.95|2.71|2010-10-25T14:42:00Z|2013-09-01T11:52:00Z
JX|XIS|240|0.28|4.08|0.49|4.25|2007-08-01T17:08:00Z|2010-10-25T19:37:00Z
JX|XIS|175|0.86|3.75|1.28|3.13|2010-12-13T01:14:00Z|2013-09-01T11:52:00Z
JX|XUW|210|-0.40|4.20|-0.59|3.49|2007-08-01T17:08:00Z|2013-05-21T01:55:00Z
JX|XUW|15|22.32|3.11|21.82|3.38|2013-05-23T17:19:00Z|2013-09-01T11:52:00Z
JX|YIC|243|-0.68|5.42|-0.89|4.83|2007-08-01T17:08:00Z|2012-10-08T11:43:00Z
JX|YIC|12|4.84|5.46|4.05|6.43|2012-10-12T00:31:00Z|2013-02-14T13:13:00Z
JX|YIC|23|-1.87|5.15|-2.32|5.11|2013-04-19T19:58:00Z|2013-09-01T11:52:00Z
JX|YOX|179|0.96|4.76|0.85|5.07|2007-08-08T17:04:00Z|2010-06-26T05:30:00Z
JX|YOX|70|-0.19|7.67|-0.98|5.48|2011-07-07T09:10:00Z|2012-08-19T22:41:00Z
JX|YOX|58|1.81|4.82|0.56|4.68|2012-09-11T01:28:00Z|2013-09-01T11:52:00Z
JX|YUG|258|3.61|4.77|3.80|3.68|2007-08-01T17:08:00Z|2013-03-24T04:18:00Z
JX|YUG|23|4.72|6.46|5.14|3.99|2013-04-09T11:52:00Z|2013-09-01T11:52:00Z
LN|ANS|183|17.60|5.65|16.94|4.26|2007-07-30T22:42:00Z|2010-06-16T03:06:00Z
LN|ANS|119|9.28|5.88|8.21|5.44|2010-06-26T05:30:00Z|2012-12-14T10:36:00Z
LN|ANS|16|-2.17|5.32|-3.21|5.78|2013-04-09T11:52:00Z|2013-09-01T11:52:00Z
LN|BEP|193|-0.01|8.09|0.14|7.00|2007-07-30T22:42:00Z|2009-07-24T03:11:00Z
LN|BEP|227|-2.43|7.44|-0.97|6.06|2009-07-30T20:05:00Z|2012-01-09T04:07:00Z
LN|BEP|116|-1.10|8.26|-1.37|6.52|2012-02-02T13:34:00Z|2013-09-01T11:52:00Z
LN|BXI|142|-6.03|11.51|-5.09|4.12|2007-08-01T17:08:00Z|2010-07-26T17:08:00Z
LN|BXI|75|-4.23|11.05|-4.56|4.92|2010-08-03T12:08:00Z|2012-05-09T04:35:00Z
LN|BXI|37|-6.78|5.55|-6.23|5.20|2012-05-16T00:59:00Z|2013-04-09T11:52:00Z
LN|BXI|16|0.26|4.65|0.04|5.10|2013-04-14T01:32:00Z|2013-09-01T11:52:00Z
LN|BZH|45|4.35|5.62|5.01|3.42|2007-07-30T22:42:00Z|2007-12-10T12:10:00Z
LN|BZH|197|4.14|5.24|4.08|4.21|2007-12-15T08:03:00Z|2009-10-31T19:09:00Z
LN|BZH|221|4.45|5.28|4.72|3.78|2009-11-08T19:41:00Z|2013-01-28T16:38:00Z
LN|BZH|46|-2.21|5.91|-1.15|4.52|2013-02-06T00:07:00Z|2013-09-01T11:52:00Z
LN|CHY|153|178.71|7.34|178.78|6.72|2007-08-08T17:05:00Z|2009-07-01T09:30:00Z
LN|CHY|158|1.52|6.77|1.29|5.12|2011-01-13T16:16:00Z|2013-09-01T11:52:00Z
LN|DDO|75|-2.51|6.42|-1.91|4.31|2007-07-30T22:42:00Z|2008-03-18T08:22:00Z
LN|DDO|79|-2.68|5.00|-1.83|5.07|2008-03-20T22:32:00Z|2009-02-12T00:03:00Z
LN|DDO|329|-1.02|5.01|-0.47|4.20|2009-02-18T21:53:00Z|2013-09-01T11:52:00Z
LN|DL2|147|1.14|5.07|1.17|3.29|2008-05-20T13:53:00Z|2010-04-16T01:45:00Z
LN|DL2|223|0.63|4.17|0.54|3.16|2010-04-21T17:20:00Z|2013-09-01T11:52:00Z
LN|FKU|279|3.59|5.27|3.73|4.91|2007-07-30T22:42:00Z|2011-08-20T18:19:00Z
LN|FKU|120|3.41|4.79|3.24|4.20|2011-08-24T23:06:00Z|2013-09-01T11:52:00Z
LN|FSH|479|-18.70|5.30|-19.54|4.24|2007-07-30T22:42:00Z|2013-02-16T04:37:00Z
LN|FSH|27|-0.40|4.76|-1.60|2.24|2013-03-13T03:12:00Z|2013-09-01T11:52:00Z
LN|FXI|325|-0.53|4.14|-0.37|2.85|2007-07-30T22:42:00Z|2013-09-01T11:52:00Z
LN|GAX|63|-1.69|10.89|0.19|4.21|2007-07-30T22:42:00Z|2008-05-09T21:51:00Z
LN|GAX|136|-81.09|6.49|-80.99|4.64|2008-05-18T12:17:00Z|2009-10-15T12:11:00Z
LN|GAX|32|176.75|6.34|177.55|6.04|2013-04-09T11:52:00Z|2013-09-01T11:52:00Z
LN|GUS|149|-3.15|5.67|-2.91|3.42|2007-07-30T22:42:00Z|2009-02-22T17:45:00Z
LN|GUS|244|-3.49|4.72|-3.87|4.04|2009-03-18T09:03:00Z|2013-02-11T20:09:00Z
LN|GUS|24|0.29|3.44|0.20|3.17|2013-02-14T13:13:00Z|2013-09-01T11:52:00Z
LN|HSH|231|-1.42|4.14|-1.47|3.85|2007-07-30T22:42:00Z|2013-09-01T11:52:00Z
LN|HUR|133|12.47|6.19|12.84|5.01|2007-07-30T22:42:00Z|2008-10-21T13:00:00Z
LN|HUR|100|12.21|8.22|13.33|5.96|2008-10-23T10:04:00Z|2010-03-04T14:02:00Z
LN|HUR|207|13.14|5.39|13.79|4.98|2010-03-13T02:53:00Z|2013-02-06T00:07:00Z
LN|HUR|37|0.51|6.86|0.36|6.64|2013-02-23T08:59:00Z|2013-09-01T11:52:00Z
LN|HXQ|403|-4.30|5.50|-4.72|4.91|2007-07-30T22:42:00Z|2013-01-21T22:22:00Z
LN|HXQ|30|4.90|5.19|5.19|6.99|2013-02-06T00:07:00Z|2013-09-01T11:52:00Z
