,gcmtid,depth,process_flag,p_z,p_r,s_z,s_r,s_t,surf_z,surf_r,surf_z_mt,surf_r_mt,p_all,sv_all,sh_all,ray_all,theall
667,200912290901A,d15,preprocessed_20s_to_120s,1.58132529833791e-06,2.2990464296187496e-06,5.242909072229903e-06,5.529125462203601e-06,5.4628316504566895e-06,1.0584180600983301e-06,1.0831197122728937e-06,0.2122409522746615,0.27099348799767176,1.9401858639783296e-06,5.386017267216752e-06,5.4628316504566895e-06,1.070768886185612e-06,3.4649509169593454e-06
668,200912290901A,d15,preprocessed_40s_to_120s,9.612738776390135e-07,1.6971625866894658e-06,2.509998781625545e-06,2.9282335674111948e-06,3.708560216377161e-06,5.994275541061878e-07,8.042654119316225e-07,0.2034479116946127,0.2941511851071093,1.3292182321642397e-06,2.71911617451837e-06,3.708560216377161e-06,7.018464830189051e-07,2.114685276519669e-06
669,200912290901A,d5,preprocessed_10s_to_120s,2.4070217363732506e-06,2.827133536833783e-06,8.153718914617132e-06,7.966421194435391e-06,9.216952293180612e-06,1.47443781627989e-06,1.340015825383655e-06,0.3927760464776585,0.42487107650538514,2.6170776366035166e-06,8.060070054526261e-06,9.216952293180612e-06,1.4072268208317725e-06,5.325331701285541e-06
670,200912290901A,d5,preprocessed_20s_to_120s,1.5251151922323228e-06,2.207421772195105e-06,5.315212961699706e-06,5.470877805588378e-06,5.613803065904371e-06,1.1381519567953224e-06,1.161049124470528e-06,0.2002957457430219,0.2443652870363007,1.866268482213714e-06,5.393045383644042e-06,5.613803065904371e-06,1.1496005406329253e-06,3.5056793680987635e-06
671,200912290901A,d5,preprocessed_40s_to_120s,9.267545967100851e-07,1.6801517713511092e-06,2.7963619159146745e-06,2.8967739901535605e-06,4.005653481483397e-06,6.042867828953299e-07,8.152805382977579e-07,0.19317043408017642,0.26490013925495415,1.3034531840305973e-06,2.8465679530341177e-06,4.005653481483397e-06,7.097836605965439e-07,2.216364569786164e-06
672,201001020845A,d-10,preprocessed_10s_to_120s,1.2760202512277504e-05,1.1756265440360783e-05,3.2468051546608156e-05,5.8020779622776286e-05,3.9960127018315743e-05,2.9561238293030687e-05,2.1340982335395176e-05,0.9901653803572407,0.97741108094805,1.2258233976319144e-05,4.524441558469222e-05,3.9960127018315743e-05,2.545111031421293e-05,3.072847172338501e-05
673,201001020845A,d-10,preprocessed_20s_to_120s,5.869900734029355e-06,7.651086328540989e-06,1.5985929572976425e-05,2.51449030392925e-05,2.4029605432973225e-05,8.62490757795366e-06,6.883498945222661e-06,0.4517063849989334,0.5161666329592365,6.760493531285172e-06,2.056541630613446e-05,2.4029605432973225e-05,7.754203261588161e-06,1.4777429632995254e-05
674,201001020845A,d-10,preprocessed_40s_to_120s,2.319025881367327e-06,3.582035563782027e-06,7.987275255957396e-06,1.0672861026112397e-05,1.2432676351408377e-05,1.6748732446072673e-06,1.5361716695569977e-06,0.30593703063998856,0.3254245075942292,2.9505307225746774e-06,9.330068141034895e-06,1.2432676351408377e-05,1.6055224570821325e-06,6.579699418025021e-06
675,201001020845A,d-15,preprocessed_10s_to_120s,1.276217973367411e-05,1.1756673937782688e-05,3.256022753172031e-05,5.8325417769712584e-05,3.999668506934273e-05,2.959531970317688e-05,2.1258882415333097e-05,0.9903599030981485,0.9755483416225756,1.2259426835728399e-05,4.5442822650716444e-05,3.999668506934273e-05,2.5427101059254988e-05,3.078150890376064e-05
676,201001020845A,d-15,preprocessed_20s_to_120s,5.868982192169718e-06,7.650883922105632e-06,1.6030399299466674e-05,2.5194365143392654e-05,2.4001498919869932e-05,8.622940063551665e-06,6.883300146539019e-06,0.45138575544404297,0.5158276047652368,6.7599330571376744e-06,2.0612382221429663e-05,2.4001498919869932e-05,7.753120105045342e-06,1.4781733575870651e-05
677,201001020845A,d-15,preprocessed_40s_to_120s,2.3179223815593857e-06,3.5817273377224326e-06,7.975715518289865e-06,1.0726442035547426e-05,1.2431891618346017e-05,1.6706597596540742e-06,1.5313887400262943e-06,0.3054016360180536,0.3282788637718056,2.949824859640909e-06,9.351078776918646e-06,1.2431891618346017e-05,1.6010242498401842e-06,6.5834548761864395e-06
678,201001020845A,d-5,preprocessed_10s_to_120s,1.2758282823944425e-05,1.1754683875140848e-05,3.231615492393899e-05,5.7716140883306046e-05,3.9980320150861835e-05,2.944528871203578e-05,2.118039109905567e-05,0.9902629844205967,0.9758626627839116,1.2256483349542637e-05,4.501614790362251e-05,3.9980320150861835e-05,2.5312839905545725e-05,3.064144782739318e-05
679,201001020845A,d-5,preprocessed_20s_to_120s,5.870886234324629e-06,7.651308770301103e-06,1.5994554080101024e-05,2.5096578864193746e-05,2.402329351627599e-05,8.627806316297485e-06,6.879566417842298e-06,0.4520201210363761,0.5164938801939928,6.761097502312866e-06,2.0545566472147385e-05,2.402329351627599e-05,7.753686367069891e-06,1.4770910964451533e-05
680,201001020845A,d-5,preprocessed_40s_to_120s,2.3201464361256433e-06,3.582237389736084e-06,8.001956872996267e-06,1.0667870085250732e-05,1.2434862908022355e-05,1.6756368189551656e-06,1.5373315712885652e-06,0.3061982700778432,0.3251873656002594,2.951191912930864e-06,9.334913479123499e-06,1.2434862908022355e-05,1.6064841951218653e-06,6.5818631237996455e-06
681,201001020845A,d0,preprocessed_10s_to_120s,1.2761212451172225e-05,1.1753774409035715e-05,3.224797966464917e-05,5.740653208985323e-05,4.000940315261524e-05,2.9279045275792262e-05,2.1092335737122647e-05,0.9878616151065053,0.9722179685033517,1.225749343010397e-05,4.48272558772512e-05,4.000940315261524e-05,2.5185690506457456e-05,3.056996074160697e-05
682,201001020845A,d0,preprocessed_20s_to_120s,5.871885870115772e-06,7.651457523607055e-06,1.593052189525304e-05,2.504612531754449e-05,2.401920523800977e-05,8.639063693153999e-06,6.889018536653764e-06,0.45110666510986913,0.5166899833132986,6.761671696861414e-06,2.0488323606398762e-05,2.401920523800977e-05,7.764041114903881e-06,1.4758310414043457e-05
683,201001020845A,d0,preprocessed_40s_to_120s,2.321217228649794e-06,3.5827368727289357e-06,8.009991349754791e-06,1.0669229498138227e-05,1.24367190068483e-05,1.675893344692482e-06,1.5379576832475793e-06,0.306462003045468,0.32495678308810055,2.951977050689365e-06,9.339610423946509e-06,1.24367190068483e-05,1.6069255139700305e-06,6.583807998863551e-06
684,201001020845A,d10,preprocessed_10s_to_120s,1.2906372625729458e-05,1.1893906121929513e-05,4.010474086681058e-05,7.322931236296386e-05,4.1186986750765666e-05,3.9634779119115646e-05,2.656750114460152e-05,1.092737226055142,1.0325998026106784,1.2400139373829485e-05,5.666702661488722e-05,4.1186986750765666e-05,3.3101140131858585e-05,3.583882321783524e-05
685,201001020845A,d10,preprocessed_20s_to_120s,5.905825946180769e-06,7.644848822723076e-06,2.073258106043333e-05,3.67223416962529e-05,2.3892230502967283e-05,1.0772368367624067e-05,8.69393730574975e-06,0.44298135730221605,0.47530984520312014,6.775337384451923e-06,2.8727461378343115e-05,2.3892230502967283e-05,9.73315283668691e-06,1.7282045525612307e-05
686,201001020845A,d10,preprocessed_40s_to_120s,2.2559382887104085e-06,3.6326263671413565e-06,8.1948129393621e-06,1.272612185984939e-05,1.2149466798933717e-05,1.7045878177425765e-06,1.6279060505387109e-06,0.2974286871960396,0.35637369009649195,2.9442823279258823e-06,1.0460467399605746e-05,1.2149466798933717e-05,1.6662469341406437e-06,6.805115865151497e-06
687,201001020845A,d15,preprocessed_10s_to_120s,1.2595762501395908e-05,1.1832396673720316e-05,4.0466413744629833e-05,7.283127386438264e-05,3.979408101035584e-05,3.937461749252482e-05,2.654292368563506e-05,1.0761294029892141,1.0385809996888045,1.2214079587558112e-05,5.664884380450624e-05,3.979408101035584e-05,3.295877058907994e-05,3.5403943747875035e-05
688,201001020845A,d15,preprocessed_20s_to_120s,5.900543762975457e-06,7.710173785898176e-06,2.4779099052010752e-05,4.328204957250708e-05,2.4122830032234094e-05,1.168163822030029e-05,9.625710597597153e-06,0.4453022798210027,0.47567436361621745,6.8053587744368164e-06,3.4030574312258914e-05,2.4122830032234094e-05,1.0653674408948721e-05,1.8903109381969636e-05
689,201001020845A,d15,preprocessed_40s_to_120s,2.2932313972109296e-06,3.718610493112921e-06,9.355783730047565e-06,1.4074776401753641e-05,1.2155546477290682e-05,1.8369942298512388e-06,1.757734225571384e-06,0.3060190845630501,0.3578843495641098,3.005920945161925e-06,1.1715280065900603e-05,1.2155546477290682e-05,1.7973642277113115e-06,7.16852792901613e-06
690,201001020845A,d5,preprocessed_10s_to_120s,1.2863688882986435e-05,1.1776525742585626e-05,3.610931212153895e-05,6.800447576046407e-05,4.053452541252247e-05,3.198424501551965e-05,2.4784008439425887e-05,1.034258688755353,1.037399044710314,1.2320107312786032e-05,5.205689394100151e-05,4.053452541252247e-05,2.838412672747277e-05,3.3323913348445695e-05
691,201001020845A,d5,preprocessed_20s_to_120s,5.869802270114096e-06,7.592395528566613e-06,1.6813281739391633e-05,2.9344970481161568e-05,2.3650413316801905e-05,8.957968913253208e-06,7.307876647876267e-06,0.4366125212809672,0.5024276416766953,6.731098899340354e-06,2.30791261102766e-05,2.3650413316801905e-05,8.132922780564737e-06,1.53983902767459e-05
692,201001020845A,d5,preprocessed_40s_to_120s,2.2790540267520655e-06,3.582802691735572e-06,7.756426319436255e-06,1.175699337442983e-05,1.2169093615710608e-05,1.6313597107057946e-06,1.5348784770926587e-06,0.2963478331190725,0.3594829961728055,2.9309283592438187e-06,9.756709846933044e-06,1.2169093615710608e-05,1.5831190938992265e-06,6.609962728946675e-06
693,201001151108A,d-10,preprocessed_10s_to_120s,3.2736416074741726e-06,4.304839850616581e-06,1.2057878152224567e-05,1.0390967081712124e-05,1.9634467076695838e-05,1.48056562534579e-06,1.7436744593144992e-06,0.34680554671297387,0.3449097718220225,3.7892407290453767e-06,1.1224422616968345e-05,1.9634467076695838e-05,1.6121200423301445e-06,9.065062616259927e-06
694,201001151108A,d-10,preprocessed_20s_to_120s,2.273132376083476e-06,3.0760379197942237e-06,6.377267637703877e-06,6.6631027596495525e-06,1.366293947613791e-05,9.137983469623604e-07,1.0498628810241947e-06,0.2388275980191185,0.27232728738084394,2.67458514793885e-06,6.520185198676715e-06,1.366293947613791e-05,9.818306139932775e-07,5.959885109186688e-06
695,201001151108A,d-10,preprocessed_40s_to_120s,1.0993265409524296e-06,1.7063811079432036e-06,3.116670108777179e-06,4.570245159443402e-06,7.689348984142022e-06,5.317293393833264e-07,6.614992957258943e-07,0.21438566634715636,0.21852964083605886,1.4028538244478165e-06,3.8434576341102904e-06,7.689348984142022e-06,5.966143175546104e-07,3.383068690063685e-06
696,201001151108A,d-15,preprocessed_10s_to_120s,3.4428495080760796e-06,4.3575346078325445e-06,1.2459373421934503e-05,1.0608120028032868e-05,2.0288133564734647e-05,1.5317981455493278e-06,1.791510798392873e-06,0.35457252404146544,0.3465870302324614,3.900192057954312e-06,1.1533746724983685e-05,2.0288133564734647e-05,1.6616544719711004e-06,9.345931704910937e-06
697,201001151108A,d-15,preprocessed_20s_to_120s,2.2891841236534424e-06,3.1152349286681594e-06,6.723980481709007e-06,6.691491755795485e-06,1.395152157855963e-05,1.0000865795261365e-06,1.1068013534645026e-06,0.277503297099781,0.2958967606745632,2.702209526160801e-06,6.707736118752246e-06,1.395152157855963e-05,1.0534439664953194e-06,6.103727797491999e-06
698,201001151108A,d-15,preprocessed_40s_to_120s,1.105276541542964e-06,1.755120352396976e-06,3.4305238979240263e-06,4.907305375654067e-06,8.18248225657066e-06,5.891028328082064e-07,7.200117622058402e-07,0.23168171098298193,0.22858330728088294,1.43019844696997e-06,4.168914636789047e-06,8.18248225657066e-06,6.545572975070234e-07,3.609038159459175e-06
699,201001151108A,d-5,preprocessed_10s_to_120s,3.1935375602772075e-06,4.2061300517134585e-06,1.1814278373241312e-05,1.078899716609517e-05,1.916502407824998e-05,1.4383689752098114e-06,1.595173242632907e-06,0.3353345271394704,0.34374231998445864,3.699833805995333e-06,1.130163776966824e-05,1.916502407824998e-05,1.516771108921359e-06,8.920816690708729e-06
700,201001151108A,d-5,preprocessed_20s_to_120s,2.291009471037688e-06,3.130465455619396e-06,6.1996750075931295e-06,6.598240875499003e-06,1.3476278748924218e-05,8.650583104393182e-07,1.005608909496005e-06,0.22109287686085669,0.26516285027623887,2.710737463328542e-06,6.398957941546066e-06,1.3476278748924218e-05,9.353336099676616e-07,5.880326940941622e-06
701,201001151108A,d-5,preprocessed_40s_to_120s,1.114392569212685e-06,1.730038118674605e-06,2.9427606986614344e-06,4.381636219668275e-06,7.374126289644194e-06,4.928607830416159e-07,6.358668369505078e-07,0.20110224236278984,0.21540188538170413,1.422215343943645e-06,3.6621984591648545e-06,7.374126289644194e-06,5.643638099960618e-07,3.255725975687189e-06
702,201001151108A,d0,preprocessed_10s_to_120s,3.3310698260763822e-06,4.083696376966796e-06,1.1643600385480144e-05,1.05536255808948e-05,1.893447355816525e-05,1.4222455795448376e-06,1.52223422103181e-06,0.34678861548067136,0.34810588465531855,3.707383101521589e-06,1.1098612983187471e-05,1.893447355816525e-05,1.4722399002883238e-06,8.803177385790659e-06
703,201001151108A,d0,preprocessed_20s_to_120s,2.3945386832629414e-06,3.1298216548563656e-06,6.09276142863801e-06,6.446885021552251e-06,1.3394249853958367e-05,8.356008294427756e-07,9.542710994858344e-07,0.22328661897087562,0.2694656253350033,2.7621801690596535e-06,6.269823225095131e-06,1.3394249853958367e-05,8.94935964464305e-07,5.830297303144364e-06
704,201001151108A,d0,preprocessed_40s_to_120s,1.1411610646218056e-06,1.7685996717455091e-06,2.782267293263663e-06,4.310837192568752e-06,6.987784223106229e-06,4.626710707781719e-07,6.10305732367314e-07,0.19296120691586924,0.2135688041532207,1.4548803681836573e-06,3.5465522429162074e-06,6.987784223106229e-06,5.36488401572743e-07,3.1314263089447093e-06
705,201001151108A,d10,preprocessed_10s_to_120s,3.743438900473305e-06,4.473037098756548e-06,1.1525463915265948e-05,1.0167381791241533e-05,1.9148911413603575e-05,1.4167026082377351e-06,1.498198650049254e-06,0.38217205844727575,0.3832672499002831,4.108237999614927e-06,1.084642285325374e-05,1.9148911413603575e-05,1.4574506291434946e-06,8.890255723903934e-06
706,201001151108A,d10,preprocessed_20s_to_120s,2.627832504412256e-06,3.133115795839269e-06,6.092752312669999e-06,6.296567060232984e-06,1.3423061347921031e-05,8.262198582410684e-07,9.262012428246795e-07,0.2768444476420411,0.3103501865384287,2.8804741501257626e-06,6.194659686451492e-06,1.3423061347921031e-05,8.76210550532874e-07,5.843601433757789e-06
707,201001151108A,d10,preprocessed_40s_to_120s,1.1665427541179773e-06,1.8476700611425368e-06,2.748452296532693e-06,4.222235050990288e-06,6.943508397873393e-06,4.207335782480298e-07,5.751549837069725e-07,0.19083101203694086,0.2214034075472472,1.507106407630257e-06,3.4853436737614905e-06,6.943508397873393e-06,4.979442809775012e-07,3.1084756900606604e-06
708,201001151108A,d15,preprocessed_10s_to_120s,3.844775982505908e-06,4.7643589694090875e-06,1.1523202306240663e-05,1.0197146623703033e-05,1.9223033040352195e-05,1.4180483079822239e-06,1.4973571447668948e-06,0.40482015769607954,0.4058962850488321,4.304567475957497e-06,1.0860174464971849e-05,1.9223033040352195e-05,1.4577027263745592e-06,8.961369426914025e-06
709,201001151108A,d15,preprocessed_20s_to_120s,2.716736442959823e-06,3.1842950196519316e-06,6.150906529245957e-06,6.4503719723226896e-06,1.3367507234206715e-05,8.403467488197205e-07,9.263662535988876e-07,0.3215030278932637,0.34895153395797157,2.9505157313058775e-06,6.300639250784323e-06,1.3367507234206715e-05,8.83356501209304e-07,5.875504679376555e-06
710,201001151108A,d15,preprocessed_40s_to_120s,1.2047964324803556e-06,1.8946179208030654e-06,2.870536993214731e-06,4.11973488572542e-06,6.837250154090594e-06,4.4191830049965807e-07,5.775127261818305e-07,0.17041906034657936,0.23882134005489541,1.5497071766417104e-06,3.4951359394700756e-06,6.837250154090594e-06,5.097155133407443e-07,3.097952195885781e-06
711,201001151108A,d5,preprocessed_10s_to_120s,3.5522139318964305e-06,4.0848831106802365e-06,1.152958210402837e-05,1.0175707272058455e-05,1.9198742772481445e-05,1.4147999804735172e-06,1.5040805128682778e-06,0.3621140762146673,0.3630438732462559,3.8185485212883335e-06,1.0852644688043412e-05,1.9198742772481445e-05,1.4594402466708976e-06,8.832344057121023e-06
712,201001151108A,d5,preprocessed_20s_to_120s,2.537830690578391e-06,3.0525542476604773e-06,6.050261463300947e-06,6.384040674229968e-06,1.3378986306170096e-05,8.250189280403606e-07,9.338719128100853e-07,0.24260620748765774,0.2820933641475383,2.7951924691194342e-06,6.217151068765458e-06,1.3378986306170096e-05,8.794454204252229e-07,5.817693816120053e-06
713,201001151108A,d5,preprocessed_40s_to_120s,1.1745126910814364e-06,1.7922295415053793e-06,2.733397206932247e-06,4.242388652448219e-06,6.977623891309021e-06,4.3345045893508147e-07,5.889898728380668e-07,0.18865446881917586,0.21499109925089954,1.4833711162934079e-06,3.487892929690233e-06,6.977623891309021e-06,5.112201658865741e-07,3.1150270257948086e-06
714,201002060444A,d-10,preprocessed_10s_to_120s,6.112471042590435e-06,7.334771408058411e-06,3.5110957406585266e-05,3.0900216947535375e-05,4.652699992323214e-05,1.1134964434193494e-05,8.948223658315433e-06,0.8572797999234013,0.7779624059031981,6.723621225324423e-06,3.3005587177060324e-05,4.652699992323214e-05,1.0041594046254463e-05,2.407445059296784e-05
715,201002060444A,d-10,preprocessed_20s_to_120s,3.4711878034293265e-06,4.817251448788021e-06,2.9239845685184067e-05,2.4535063732881357e-05,2.5024649041638027e-05,6.801269361233704e-06,5.560864615815894e-06,0.4701526663840967,0.4664777138175598,4.144219626108673e-06,2.688745470903271e-05,2.5024649041638027e-05,6.181066988524799e-06,1.555934759132605e-05
716,201002060444A,d-10,preprocessed_40s_to_120s,1.6357208373991327e-06,3.0154948358991346e-06,7.597616780466747e-06,1.1552408077745714e-05,1.6505125010867162e-05,1.2707968322448704e-06,1.3573346372433738e-06,0.29298302029915796,0.36362926033004134,2.3256078366491337e-06,9.57501242910623e-06,1.6505125010867162e-05,1.314065734744122e-06,7.4299527528416625e-06
717,201002060444A,d-15,preprocessed_10s_to_120s,6.073495000226467e-06,7.2277103791342055e-06,3.5413182891895226e-05,3.198880984227098e-05,4.2674346802540094e-05,1.3232991377063815e-05,1.0318008081874607e-05,0.8764642804726404,0.8561511222836962,6.650602689680336e-06,3.3700996367083104e-05,4.2674346802540094e-05,1.1775499729469211e-05,2.3700361397193184e-05
718,201002060444A,d-15,preprocessed_20s_to_120s,3.483252245590309e-06,4.783842718802599e-06,2.9429835072627586e-05,2.5655199861925025e-05,2.4272722316885426e-05,6.996933884421034e-06,5.72128607202951e-06,0.4552380573508558,0.45489657169981573,4.1335474821964544e-06,2.7542517467276306e-05,2.4272722316885426e-05,6.359109978225272e-06,1.5576974311145863e-05
719,201002060444A,d-15,preprocessed_40s_to_120s,1.6615627280597283e-06,2.995683003178537e-06,7.949797720781622e-06,1.202198711965055e-05,1.6720788404874547e-05,1.163047152098536e-06,1.2751112016399776e-06,0.26354668808830417,0.3252942776378863,2.3286228656191327e-06,9.985892420216086e-06,1.6720788404874547e-05,1.2190791768692567e-06,7.563595716894756e-06
720,201002060444A,d-5,preprocessed_10s_to_120s,6.524111495384568e-06,7.601273044088218e-06,3.582190512785571e-05,3.1063350854113704e-05,4.425063930388867e-05,9.566155121411988e-06,7.883413455692869e-06,0.7734804902241137,0.6983682492933281,7.062692269736393e-06,3.3442627990984704e-05,4.425063930388867e-05,8.724784288552429e-06,2.3370185963290548e-05
721,201002060444A,d-5,preprocessed_20s_to_120s,3.5086640412103474e-06,4.967056465394608e-06,2.831056721263072e-05,2.3573422256586612e-05,2.7403401517797456e-05,6.421865933297382e-06,5.9211688776072166e-06,0.47713640598063,0.359335665033322,4.237860253302478e-06,2.5941994734608667e-05,2.7403401517797456e-05,6.171517405452299e-06,1.5938693477790226e-05
722,201002060444A,d-5,preprocessed_40s_to_120s,1.67052349504248e-06,3.032498126254755e-06,7.72582628620406e-06,1.1456994688750959e-05,1.6417279971879653e-05,1.3835776467786621e-06,1.4365126653927669e-06,0.3229829100973417,0.3913336324544254,2.3515108106486175e-06,9.591410487477509e-06,1.6417279971879653e-05,1.4100451560857146e-06,7.442561606522873e-06
723,201002060444A,d0,preprocessed_10s_to_120s,7.219467576402423e-06,8.082257881009393e-06,3.682297448470594e-05,3.115668844707153e-05,4.357229776186081e-05,8.305468936965687e-06,7.000206405525635e-06,0.6827714940643044,0.6153744278080284,7.650862728705908e-06,3.398983146588874e-05,4.357229776186081e-05,7.652837671245662e-06,2.321645740692528e-05
724,201002060444A,d0,preprocessed_20s_to_120s,3.618463828284412e-06,5.012136331838648e-06,2.702237196855857e-05,2.2734650740309003e-05,2.705533956638808e-05,6.068340278616197e-06,5.557525451374884e-06,0.466060583508818,0.3452317102363628,4.31530008006153e-06,2.4878511354433787e-05,2.705533956638808e-05,5.81293286499554e-06,1.5515520966469735e-05
725,201002060444A,d0,preprocessed_40s_to_120s,1.7302193112927194e-06,3.057784155961647e-06,7.896362550557616e-06,1.1350171298366569e-05,1.650015002201821e-05,1.4625743840770413e-06,1.4982636432802784e-06,0.34453275785396703,0.4125818479792447,2.394001733627183e-06,9.623266924462093e-06,1.650015002201821e-05,1.4804190136786598e-06,7.499459423446536e-06
726,201002060444A,d10,preprocessed_10s_to_120s,7.463058646588671e-06,8.354252525142188e-06,3.6835266480911484e-05,3.0879909475676e-05,4.224415257514961e-05,6.715470004723892e-06,5.94920271512363e-06,0.5546395647269942,0.5069895990952746,7.90865558586543e-06,3.385758797829374e-05,4.224415257514961e-05,6.332336359923761e-06,2.2585683124808136e-05
727,201002060444A,d10,preprocessed_20s_to_120s,3.8304167002208814e-06,5.160254725746369e-06,2.3965955262068905e-05,2.210382478475321e-05,2.5067182637565098e-05,5.403527575254463e-06,4.937917452065023e-06,0.43303697160915844,0.30886917949570686,4.495335712983625e-06,2.3034890023411057e-05,2.5067182637565098e-05,5.170722513659743e-06,1.444203272190488e-05
728,201002060444A,d10,preprocessed_40s_to_120s,1.8024462512755727e-06,3.2211067647750863e-06,8.490507121879952e-06,1.1364469581526328e-05,1.6181951477580494e-05,1.5440953635561309e-06,1.5856018306286655e-06,0.36487258302489545,0.43818787216656857,2.5117765080253294e-06,9.92748835170314e-06,1.6181951477580494e-05,1.5648485970923982e-06,7.54651623360034e-06
729,201002060444A,d15,preprocessed_10s_to_120s,7.489993081139974e-06,8.434811239963012e-06,3.6166657830481635e-05,3.1078733365964225e-05,4.184246532029691e-05,6.2275191429733335e-06,5.651676599535796e-06,0.5201530241564822,0.5023983791026256,7.962402160551493e-06,3.362269559822293e-05,4.184246532029691e-05,5.939597871254564e-06,2.2341790237581476e-05
730,201002060444A,d15,preprocessed_20s_to_120s,3.98734908601817e-06,5.34827384519605e-06,2.2506243090970413e-05,2.2072367379173176e-05,2.4556581814606086e-05,5.142274936621354e-06,4.740295490941927e-06,0.4218964790037697,0.29569039785987544,4.66781146560711e-06,2.2289305235071793e-05,2.4556581814606086e-05,4.94128521378164e-06,1.4113745932266657e-05
731,201002060444A,d15,preprocessed_40s_to_120s,1.8676990057563013e-06,3.253810515503602e-06,8.733970960473355e-06,1.1321077139351615e-05,1.6002350112197877e-05,1.5525946607002664e-06,1.5950123031283113e-06,0.36317409549346813,0.445047219614428,2.5607547606299514e-06,1.0027524049912484e-05,1.6002350112197877e-05,1.573803481914289e-06,7.54110810116365e-06
732,201002060444A,d5,preprocessed_10s_to_120s,7.623535074308525e-06,8.349119637451143e-06,3.7279058769569045e-05,3.1162132317717795e-05,4.276106392952988e-05,7.346982143370771e-06,6.4009996542396045e-06,0.6121452375765758,0.5460322927726485,7.986327355879835e-06,3.422059554364342e-05,4.276106392952988e-05,6.873990898805188e-06,2.296049443196458e-05
733,201002060444A,d5,preprocessed_20s_to_120s,3.6773400405053626e-06,5.060764386792712e-06,2.5551453832943505e-05,2.2371382724577145e-05,2.5943133525506334e-05,5.674376944798039e-06,5.214114947727332e-06,0.44947659615368785,0.32661561272295625,4.369052213649037e-06,2.3961418278760325e-05,2.5943133525506334e-05,5.444245946262685e-06,1.4929462491044596e-05
734,201002060444A,d5,preprocessed_40s_to_120s,1.7607593831464328e-06,3.114963613736186e-06,8.146806634895161e-06,1.1472591547033274e-05,1.6393322245307014e-05,1.515618513394689e-06,1.5516829485666937e-06,0.3556773492056953,0.42912641229972953,2.437861498441309e-06,9.809699090964218e-06,1.6393322245307014e-05,1.5336507309806914e-06,7.543633391423308e-06
735,201002070610A,d-10,preprocessed_10s_to_120s,3.195175493851584e-05,3.669807480349741e-05,0.00010604913776646105,0.0001243612993639001,0.00028800145222792077,5.5800883652342e-05,4.624038427965441e-05,0.7183013824893976,0.6974809446263761,3.432491487100662e-05,0.00011520521856518058,0.00028800145222792077,5.1020633965998204e-05,0.00012213805490752654
736,201002070610A,d-10,preprocessed_20s_to_120s,1.7920742969803306e-05,2.446352181345143e-05,8.276198575868199e-05,8.769595167841937e-05,0.00024820723405634783,2.5499894037542147e-05,2.215319755298551e-05,0.36816563044860645,0.3639412370714295,2.1192132391627368e-05,8.522896871855068e-05,0.00024820723405634783,2.3826545795263828e-05,9.461372024044743e-05
737,201002070610A,d-10,preprocessed_40s_to_120s,7.856472236604432e-06,1.1825587087071565e-05,5.213518749910385e-05,5.051978099162181e-05,9.243521776815749e-05,6.801417819418987e-06,6.723484232839122e-06,0.3653860090916865,0.3526119290827794,9.841029661837998e-06,5.1327484245362835e-05,9.243521776815749e-05,6.762451026129055e-06,4.009154567537184e-05
738,201002070610A,d-15,preprocessed_10s_to_120s,3.1215205414224704e-05,3.578041326710921e-05,0.00011788396594898852,0.00014464591471995833,0.00030754582000659344,6.183029186614986e-05,5.715932989148254e-05,0.7274453023058604,0.7441485361235968,3.3497809340666956e-05,0.00013126494033447342,0.00030754582000659344,5.94948108788162e-05,0.0001329508451401375
739,201002070610A,d-15,preprocessed_20s_to_120s,1.9378466428088e-05,2.4885470650664187e-05,9.139859238918822e-05,0.00010720135474530043,0.0002602523559026041,3.285555927211913e-05,2.8002240054338384e-05,0.46369604186857105,0.4641630300199318,2.2131968539376093e-05,9.929997356724433e-05,0.0002602523559026041,3.0428899663228756e-05,0.00010302829941811333
740,201002070610A,d-15,preprocessed_40s_to_120s,8.613500484909638e-06,1.223114431357296e-05,6.063702283051525e-05,6.386331278780009e-05,9.592055814073722e-05,9.17564774468099e-06,8.644004004501585e-06,0.4807522196240631,0.4586565520202735,1.0422322399241299e-05,6.225016780915768e-05,9.592055814073722e-05,8.909825874591289e-06,4.437571855593187e-05
741,201002070610A,d-5,preprocessed_10s_to_120s,3.053692565526595e-05,3.5885169566409355e-05,8.803965541216919e-05,0.00010780229949022802,0.0002614093426357999,4.7226005746863466e-05,4.102752809057666e-05,0.6918493299857871,0.6635002696509537,3.3211047610837654e-05,9.79209774511986e-05,0.0002614093426357999,4.412676691872006e-05,0.00010916703365413905
742,201002070610A,d-5,preprocessed_20s_to_120s,1.7411474916343234e-05,2.4233423532580606e-05,6.47483739063069e-05,7.703044626768867e-05,0.0002354263735316545,2.0067997685426247e-05,1.9175036167034938e-05,0.3228152762606722,0.3264249525990949,2.082244922446192e-05,7.088941008699778e-05,0.0002354263735316545,1.9621516926230594e-05,8.66899374423362e-05
743,201002070610A,d-5,preprocessed_40s_to_120s,7.516848529658007e-06,1.1691391091594023e-05,3.801640981707062e-05,4.040150435873439e-05,9.095009135686542e-05,4.962490885327968e-06,5.3829080802644406e-06,0.26180994207675273,0.27222292049272107,9.604119810626015e-06,3.920895708790251e-05,9.095009135686542e-05,5.172699482796204e-06,3.623396693454754e-05
