gcmtid,snr_r,snr_t,snr_z,allsnr_r,allsnr_t,allsnr_z,count
201103111859A,10.947175654152446,12.567082593856652,12.598594197952227,9622.5674,11046.465599999998,11074.164300000008,879
201103121146A,6.466356640624997,5.679260839843748,,6621.549199999997,5815.563099999998,,1024
201103140652A,0.8910044573643421,-0.1807434108527129,,919.5166000000011,-186.5271999999997,,1032
201103161712A,4.05110466472303,4.9817475218658895,,4168.586699999998,5126.2182,,1029
201103220718A,16.952443908629437,13.595331725888332,20.940597842639605,13358.525799999998,10713.121400000005,16501.191100000007,788
201103221549A,4.103026841085275,2.9444813953488382,,4234.323700000004,3038.704800000001,,1032
201103241355A,26.648030376670715,21.55727339003646,29.229616767922217,21931.328999999998,17741.636000000006,24055.974599999983,823
201104160111A,7.100284753787885,3.958958333333329,,7497.9007000000065,4180.659999999995,,1056
201104160219A,5.930588498098861,3.787991825095052,,6238.979100000001,3984.967399999995,,1052
201104160920A,3.096884026465028,1.8127735349716445,,3276.5033,1917.9144,,1058
201104291312A,3.546793271028038,2.110335233644862,,3795.0688000000005,2258.0587000000023,,1070
201105101526A,4.294062803738324,1.2495064485981304,,4594.647200000007,1336.9718999999996,,1070
201105142230A,3.0294639468690696,1.7044797912713472,3.450188614800763,3193.0549999999994,1796.5217,3636.4988000000044,1054
201105151214A,3.032888920454546,1.7870965909090903,5.345745643939391,3202.7307000000005,1887.1739999999993,5645.107399999996,1056
201105211308A,5.3770744433688265,5.081337560503393,10.217810648596313,5554.517899999998,5249.021700000005,10554.998399999991,1033
201105221642A,6.884248484848494,4.87355331439395,11.746725473484833,7269.7664000000095,5146.472300000011,12404.542099999984,1056
201105251002A,2.364406815968844,1.203865920155793,2.6841790652385624,2428.2458000000024,1236.3702999999996,2756.6519000000035,1027
201106012334A,3.9897158043273677,2.5556419567262476,4.179946754468484,4241.067899999992,2716.647400000001,4443.283399999998,1063
201106080153B,4.514173931623928,3.1920653846153857,10.421714672364661,3168.9500999999973,2240.8299000000006,7316.043699999992,702
201106222150A,20.033053817504687,16.019739757914326,22.38413379888268,21515.499800000034,17205.200499999988,24040.559699999998,1074
201106241723A,4.994368396226418,4.788130660377352,10.92578981132075,5294.030500000003,5075.4184999999925,11581.337199999994,1060
201107112047A,22.356453145916984,14.434615662650588,23.399837483266392,16700.270499999988,10782.65789999999,17479.678599999996,747
201107130719A,4.650326484448636,2.5800344957587233,,4933.996400000003,2737.4166000000055,,1061
201107151800A,3.269329166666668,1.4952025193798462,,3373.9477000000015,1543.0490000000013,,1032
201107161838A,7.281150428979981,6.51688350810295,,7637.926799999999,6836.210799999994,,1049
201107181815A,2.9417679462571975,1.670457773512477,,3065.3221999999996,1740.617000000001,,1042
201107251715A,13.988925371120128,8.303417813765186,20.168325775978406,10365.793700000015,6152.832600000003,14944.729399999998,741
201108011458A,16.01750204841714,15.335786685288625,,17202.797200000008,16470.634899999983,,1074
201108271029A,9.358443253012043,11.7673991566265,14.406984096385552,7767.507899999996,9766.941299999995,11957.796800000007,830
201109190907A,1.3554210752688163,0.5289104301075274,,1260.541599999999,491.8867000000004,,930
201110010421A,3.4903555080213926,1.9860120855614962,7.097375080213901,3263.482400000002,1856.921299999999,6636.045699999997,935
201110040137A,4.392545171673818,2.1915008583690985,6.452074785407725,4093.852099999999,2042.4787999999996,6013.3337,932
201110070251A,3.761596895074945,1.9271721627408998,7.944793683083502,3513.331499999999,1799.9788000000003,7420.437299999991,934
201110140610A,14.14597839721256,17.337923577235788,18.298600696864106,12179.687400000013,14927.952200000014,15755.095199999996,861
201110210802A,7.717859355509355,5.0785314968815,11.737343347193347,7424.5806999999995,4885.547300000003,11291.3243,962
201110300323A,4.021589064143013,2.373810515247111,6.180157939011571,3824.5312000000054,2257.4938000000025,5877.330200000004,951
201111080259A,10.397920399579403,4.013844374342795,11.264878233438479,9888.422300000013,3817.165999999998,10712.899199999993,951
201111211016A,4.533282296137335,4.508033476394847,8.161590665236044,4225.019099999996,4201.487199999998,7606.602499999994,932
201111241025A,13.426756947368432,11.38936105263157,,12755.41910000001,10819.892999999991,,950
201111281506A,5.142036853220699,5.960384054910239,7.097299577613506,4869.508900000002,5644.483699999997,6721.14269999999,947
201112091942A,3.1761078556263342,1.795794267515921,4.980253609341828,2991.8936000000067,1691.6381999999976,4691.398900000002,942
201112120928A,4.313991147540981,4.947961967213124,8.207354644808735,3947.3018999999977,4527.385200000009,7509.729499999993,915
201112271521A,26.241607926829268,22.053788658536604,30.865914268292688,21518.1185,18084.106700000015,25310.049700000003,820
201112301707A,2.7422155789473632,1.1668214736842106,2.9617523157894707,2605.104799999995,1108.4804000000001,2813.664699999997,950
201201010527A,11.018522587269008,8.41645626283368,11.992786139630397,10732.041000000014,8197.628400000005,11680.973700000006,974
201201241034A,1.6839565263157885,0.9199987368421052,,1599.7586999999992,873.9988,,950
201201262204A,2.0126922174840085,1.0035217484008518,,1887.9053,941.3033999999991,,938
201201290006A,2.485734006376197,1.6357022316684402,3.0205891604675883,2339.0757000000012,1539.1958000000022,2842.3744000000006,941
201202061010A,,,,0.0,0.0,0.0,0
201202071330A,2.1956574152542374,0.7816684322033906,2.5712694915254257,2072.7006,737.8950000000007,2427.278400000002,944
201202250112A,1.903766279069767,1.252101374207189,1.9561528541226205,1800.9628999999995,1184.4879000000008,1850.520599999999,946
201202260234A,12.856294479166685,11.82294291666667,21.587742604166674,12342.042700000018,11350.025200000004,20724.232900000006,960
201202260617A,22.307812435233178,22.230564352331594,23.78919751295338,21527.039000000015,21452.494599999987,22956.57560000001,965
201202261159A,2.640667083333334,2.9363183333333267,3.2969836458333317,2535.040400000001,2818.8655999999937,3165.1042999999986,960
201202281507A,4.138460780287473,2.3018247433264865,6.4984133470226,4030.860799999999,2241.9772999999977,6329.454600000013,974
201203121232A,3.9088407747196743,2.095432925586134,7.458070846075438,3834.5728000000004,2055.6196999999975,7316.367500000005,981
201203161837A,2.9435639034627497,1.1853072402938098,,2805.2164000000002,1129.5978000000007,,953
201204180537A,3.3611901940755846,1.7152061287027582,4.784435546475992,3290.6051999999972,1679.1868000000004,4683.962399999996,979
201205031019A,6.363990918690614,7.695079936642028,11.329642133051747,6026.699400000011,7287.2407,10729.171100000005,947
201205112034A,3.3340437894736796,1.4554925263157894,4.707948210526314,3167.3415999999957,1382.7178999999999,4472.550799999998,950
201205262000A,3.2834879365079312,1.471942433862434,3.734824021164021,3102.896099999995,1390.9856000000002,3529.4087,945
201206092100A,11.191820168067231,7.572027941176469,16.45021008403363,10654.612800000004,7208.570599999998,15660.600000000013,952
201206240759A,11.34799481481483,10.713364973544975,,10723.855100000015,10124.129900000002,,945
201207090720A,2.38659646302251,1.3394993569131832,3.446377277599144,2226.694500000002,1249.7529,3215.4700000000016,933
201207091925A,12.157136723768764,8.903064882226978,,11354.765700000025,8315.462599999997,,934
201207141955A,5.481493816631126,5.866874200426442,9.092432942430692,5141.641199999996,5503.128000000002,8528.70209999999,938
201207290920A,4.148822210414449,1.7936734325185957,5.90401137088204,3904.0416999999966,1687.8466999999985,5555.6747,941
201208080711A,4.091348704103665,2.419950647948166,7.540921490280767,3788.588899999994,2240.8743000000018,6982.893299999991,926
201208140259A,16.469333993743465,3.6364987486965576,,15794.091299999982,3487.402299999999,,959
201209030214A,4.647143040685224,3.3553523554603886,,4340.431599999999,3133.899100000003,,934
201209070319A,12.755271189979103,11.97905292275573,,12219.54979999998,11475.93269999999,,958
201209220937A,2.2099026881720434,0.8304315053763436,2.2298469892473114,2055.2095000000004,772.3012999999995,2073.7576999999997,930
201210140941A,7.7348206823027725,6.530963539445628,,7255.2618,6126.043799999999,,938
201210230853A,4.75977794117647,3.293063550420169,,4531.308599999999,3134.996500000001,,952
201211020152A,8.432031230283897,7.938160147213464,,8018.861699999987,7549.190300000005,,951
201211111054A,16.009095820271682,15.76422403343783,,15320.7047,15086.362400000004,,957
201211121115A,5.214994748124332,1.855703108252948,8.40637652733119,4865.590100000002,1731.3710000000005,7843.1493,933
201211260533A,3.585164631578946,2.6917442105263185,9.313403894736854,3405.9063999999985,2557.1570000000024,8847.733700000012,950
201212081426A,3.423870998925887,1.7219900107411423,3.516260365198718,3187.6239000000005,1603.1727000000035,3273.638400000006,931
201212221641A,3.4728974137930995,2.174229202586207,,3222.848799999996,2017.6846999999998,,928
201212251708A,2.8095499999999993,1.1907759139784961,,2612.8814999999995,1107.4216000000015,,930
201301090141A,7.704826040554966,5.210373319103522,14.03808932764141,7219.422000000003,4882.1198,13153.6897,937
201301181242A,10.220867681007354,10.917226862539348,,9740.486900000009,10404.117199999999,,953
201301221329A,2.853582352941179,1.004047486631015,,2668.099500000002,938.784399999999,,935
201301240735A,4.202155368421054,4.959005578947367,,3992.0476000000012,4711.055299999998,,950
201302021417A,17.16502481363153,8.922628221512243,,16117.958300000006,8378.347899999995,,939
201302250723A,14.917762841530067,13.589347322404391,,13649.753000000012,12434.252800000018,,915
201303042056A,3.854261448349317,3.044313525026624,,3619.1515000000086,2858.6103999999996,,939
201303270125A,3.5282790445168253,1.9865945711183497,4.057103474484255,3249.544999999996,1829.6536,3736.592299999999,921
201303290501A,4.658339527389909,4.746762191192262,,4336.914100000005,4419.235599999996,,931
201304051300A,8.363856932773107,3.698689285714285,,7962.391799999998,3521.1521999999995,,952
201304060029A,5.129033717277483,2.273731727748691,,4898.227199999997,2171.4138,,955
201304122033A,16.333242083333328,13.316660937500014,,15679.912399999996,12783.994500000013,,960
201304170643A,7.422831979166667,6.1740682291666635,,7125.9187,5927.105499999997,,960
201304171203A,9.770565868886578,6.109633610822052,14.818367637877191,9389.513800000002,5871.357899999992,14240.45129999998,961
201304200002A,20.52683107822408,16.567502748414398,,19418.382199999982,15672.85760000002,,946
201304210322A,6.819216405433651,3.634761024033439,11.387400104493206,6525.990100000004,3478.466300000001,10897.741899999999,957
201304240621A,2.8852146211312735,0.9531907150480258,,2703.4461000000033,893.1397000000002,,937
201305061314A,3.9255920855614965,3.4096336898395743,,3670.4285999999993,3188.007500000002,,935
201305122305A,3.956139736553236,3.148154335894625,,3604.043299999998,2867.9686000000033,,911
201305140032A,13.720787286324798,5.774493269230775,,12842.65690000001,5404.925700000005,,936
201305192351A,4.876094764957275,4.643057371794878,,4564.024700000009,4345.901700000006,,936
201305240544A,15.268991025641014,6.150546153846162,,14291.77559999999,5756.911200000008,,936
201305241456A,3.0370542857142877,2.1911626455026467,,2870.016300000002,2070.648700000001,,945
201306041101A,6.065316736842102,3.2623343157894755,,5762.0508999999975,3099.2176000000018,,950
201306182302A,5.657010352187837,5.768049839914623,,5300.618700000003,5404.662700000002,,937
201307212345A,19.111618502673792,17.066450695187154,,17869.363299999997,15957.13139999999,,935
201307281136A,3.6387878260869546,1.5286466304347823,,3347.684799999998,1406.3548999999998,,920
201308041556A,4.87084962325081,3.2261806243272364,,4525.019300000003,2997.1218000000026,,929
201308112123B,15.654281867535285,15.01163203040176,,14417.593599999998,13825.71310000002,,921
201308112358A,5.849560566448812,4.941880065359483,,5369.896600000009,4536.645900000006,,918
201308182234A,2.7128600867678934,1.7446660520607364,,2501.256999999998,1608.582099999999,,922
201308272044A,7.197800437636775,7.280631838074405,,6578.789600000012,6654.497500000006,,914
201308312352A,5.033083441558442,4.0560820346320305,,4650.569100000001,3747.8197999999966,,924
201309020251A,4.665287051039704,2.1249787334593564,,4935.873700000007,2248.227499999999,,1058
201309040018A,10.363610137795284,7.149571062992127,,10529.427900000008,7263.964200000001,,1016
201309061133A,9.119147091932458,5.751636866791737,,9721.0108,6131.2448999999915,,1066
201309192137A,7.770511770334925,5.512979425837313,,8120.184799999996,5761.063499999992,,1045
201309221930A,2.9094548672566325,2.233222222222219,,2958.9155999999953,2271.1869999999967,,1017
201310010338A,11.476023474178431,6.108240751173708,,12221.96500000003,6505.276399999999,,1065
201310061638A,7.686704293893122,6.838010782442745,,8055.666099999992,7166.235299999997,,1048
201310150842A,2.40770941619586,-1.5731929378531069,,2556.9874000000036,-1670.7308999999996,,1062
201310292017A,3.879724594852242,1.4800936129647284,,4069.831100000002,1552.6182000000001,,1049
201310310303A,8.165222306959,7.934784842707338,,8565.31819999999,8323.589299999998,,1049
201311030702A,,,,0.0,0.0,0.0,0
201311181910A,4.401668325358853,1.9184868899521523,,4599.743400000001,2004.818799999999,,1045
201311191700A,5.227957297830361,2.32298570019724,,5301.148699999986,2355.507500000001,,1014
201311201009A,8.222143592142196,8.217799719363912,,8789.471500000007,8784.827900000022,,1069
201311222204A,9.09654187793427,8.62295718309859,,9687.817099999997,9183.449399999998,,1065
201311232330A,10.474994145420204,11.427180264400368,,11093.018799999996,12101.38389999999,,1059
201311271745A,2.6813407514450844,1.1702317919075131,,2783.2316999999975,1214.7005999999985,,1038
201312100127A,2.3784773913043464,1.2636977777777791,,2461.7240999999985,1307.9272000000014,,1035
201312111614A,3.423637415621986,2.8009585342333687,,3550.3119999999994,2904.5940000000032,,1037
201312181254A,2.924494913627641,1.436108541266796,,3047.3237000000017,1496.4251000000015,,1042
201312281931A,3.697661443494774,3.0605189933523236,,3893.637499999997,3222.7264999999966,,1053
201501081842A,2.7159992105263195,1.7891423684210503,,3096.2391000000043,2039.6222999999973,,1140
201501141209A,2.506494419030192,0.9354086916742925,,2739.5984,1022.4017000000017,,1093
201501180641A,3.557975159817357,3.3323185388127836,,3895.982800000006,3648.888799999998,,1095
201501210651A,1.9096502840909078,0.9001247159090903,,2016.5906999999986,950.5316999999993,,1056
201501251041A,2.7424536860364266,1.3880994796183868,,3162.0490999999997,1600.4787,,1153
201501311229A,6.429983945345853,5.61812783945345,,7529.511199999994,6578.82769999999,,1171
201502021513A,6.214013784246581,5.661094691780822,,7257.968100000006,6612.158600000001,,1168
201502121433A,3.162598757763974,2.0790152617568762,,3564.2487999999985,2343.0501999999997,,1127
201502191632A,3.239699118165785,1.5850804232804236,,3673.8188,1797.4812000000004,,1134
201502260111A,3.530026812227077,1.8541065502183411,,4041.8807000000033,2122.9520000000007,,1145
201503011024A,5.356954234388373,6.12930299401197,,6262.279500000008,7165.155199999993,,1169
201503120750A,1.9537178416013978,0.7353268059181902,,2244.821800000006,844.8905000000005,,1149
201504150739A,7.08154083044983,7.939109169550174,,8186.261200000004,9177.610200000001,,1156
201505021650A,12.627993648068646,9.949044034334745,,14711.612599999973,11590.636299999978,,1165
201505250637A,3.4484767421602753,1.665800609756096,,3958.851299999996,1912.3390999999983,,1148
201505301123A,12.563647681539797,5.077368766404198,,14360.249299999987,5803.432499999998,,1143
201506080601A,8.878386546700945,5.962913624678665,,10361.077100000002,6958.720200000002,,1167
201506100833A,10.681708752166381,9.30316811091855,,12326.691900000003,10735.856000000007,,1154
201506180828A,2.1909537852112666,0.8740175176056343,,2488.923499999999,992.8839000000006,,1136
201506231218A,10.864307565217395,7.494371739130425,,12493.953700000004,8618.52749999999,,1150
201507030643A,11.601430656303975,9.677736269430062,,13434.456700000004,11206.818600000011,,1158
201507152216A,2.8369836698858624,1.6497343283582109,,3231.3243999999972,1879.0474000000022,,1139
201508021308A,2.4157044286979574,1.5619365810451702,,2727.3302999999937,1763.426399999997,,1129
201510160638A,2.548718230563001,1.5492361930294936,,2852.0156999999986,1733.5953000000034,,1119
201510200929A,4.242425955555557,3.0578964444444474,,4772.729200000002,3440.133500000003,,1125
201511111818A,2.3786677619893424,1.1911651865008892,,2678.3798999999995,1341.2520000000013,,1126
201511131221A,4.96440008802817,4.425150792253527,,5639.558500000001,5026.9713000000065,,1136
201511241321A,5.217966057441247,2.4895818973020036,,5995.442999999993,2860.529600000002,,1149
201512171244A,3.675273262972735,2.6960444151275276,,4178.785699999999,3065.402499999999,,1137
201512200928A,2.980875419982316,1.8104405835543744,,3371.3700999999996,2047.6082999999974,,1131
201601020422A,4.384400605536324,1.2800689446366773,,5068.36709999999,1479.759699999999,,1156
201601041436A,4.473520438596488,3.1284124561403526,,5099.813299999996,3566.390200000002,,1140
201601201713A,13.754423312883436,12.370332690622279,,15693.797,14114.54960000002,,1141
201601270124A,2.377435847382428,1.253988819875777,,2679.370199999996,1413.2454000000007,,1127
201601300008A,2.071262433862432,1.309151234567903,,2348.811599999998,1484.5775000000021,,1134
201601300325A,18.07054397224635,12.771931136166522,,20835.33720000004,14726.0366,,1153
201602141809A,3.9540636998254857,1.7597022687609083,,4531.357000000006,2016.6188000000009,,1146
201604121124A,4.860299736379611,3.0508808435852357,,5531.021099999997,3471.902399999998,,1138
201604181142A,11.644624826989629,11.926539186851219,,13461.186300000012,13787.079300000009,,1156
201605030000A,4.188354367201436,5.034810873440291,,4699.333600000011,5649.057800000007,,1122
201605070542A,8.470247606614441,9.220499912967801,,9732.314499999993,10594.354400000004,,1149
201605110115A,8.083688917975575,7.7899194589877805,,9263.907500000008,8927.247699999996,,1146
201605242220A,2.3018444444444417,1.1343076719576723,,2610.291599999997,1286.3049000000005,,1134
201606280932A,3.5628700877193022,2.66869947368421,,4061.6719000000044,3042.317399999999,,1140
201607230100A,,,,0.0,0.0,0.0,0
201607251511A,9.526000799289516,7.443034280639436,14.947287921847247,10726.276899999995,8380.856600000005,16830.6462,1126
201608041624A,10.277646956521743,7.15245660869565,10.59960730434783,11819.294000000004,8225.325099999998,12189.548400000003,1150
201608060908A,2.8203948833034036,2.09684883303411,6.193773518850997,3141.9198999999917,2335.8895999999986,6899.863700000011,1114
201608100406A,2.9400434937611406,1.7013285204991087,,3298.7288,1908.8906,,1122
201608141115A,15.028354111405843,14.318381786030056,21.813309814323617,16997.06850000001,16194.089799999992,24670.85340000001,1131
201608201610A,-1.2902478565179385,-6.555797550306219,,-1474.7533000000037,-7493.276600000008,,1143
201608220933A,3.434771288888886,1.6992423111111097,5.6613712,3864.117699999997,1911.6475999999984,6369.0426,1125
201608241034A,16.381428111401213,11.83755744125326,16.69206814621409,18822.260899999994,13601.353499999996,19179.18629999999,1149
201608251704A,5.547624999999998,2.5365291811846684,7.650852090592331,6368.673499999998,2911.935499999999,8783.178199999997,1148
201609031226A,7.82603222416813,5.227938441331,10.671161996497377,8937.328800000005,5970.305700000003,12186.467000000004,1142
201609121132A,12.400510498687675,12.106245144356938,18.48026194225723,14173.783500000012,13837.43819999998,21122.939400000014,1143
201611230959A,3.737768337730875,2.3284021108179425,,4249.8426000000045,2647.3932000000004,,1137
201611240035A,3.342823608617592,1.7012158886894073,,3723.9054999999976,1895.1544999999999,,1114
201611250726A,2.1235028520499117,1.0409492869875225,,2382.570200000001,1167.9451000000004,,1122
201612042134A,6.215884848484857,7.3373209447415375,,6974.222800000009,8232.474100000005,,1122
201612192044A,3.9638918473547284,3.257137814397226,,4570.367300000002,3755.479900000001,,1153
201612201351A,3.7259593859649103,2.9265274561403456,,4247.593699999998,3336.241299999994,,1140
201612211643A,12.712519068162212,9.755577049180362,,14733.809600000004,11306.71380000004,,1159
201701030909A,7.728180445969131,8.261601029159507,,9011.058400000007,9633.026799999985,,1166
201701121704A,3.283571654929583,1.2370918133802802,,3730.137400000006,1405.3362999999983,,1136
201702162144A,1.7524237302977232,0.9447402802101585,1.8444284588441333,2001.2678999999998,1078.893400000001,2106.3373,1142
201702190919A,5.266431239092492,2.9253305410122157,11.405051570680607,6035.330199999996,3352.4287999999992,13070.189099999976,1146
201703050008A,9.826847758620685,9.2528003448276,,11399.143399999995,10733.248400000017,,1160
201703130849A,3.7066202247190976,2.913671305099395,,4288.559599999996,3371.1177,,1157
201703272231A,5.971074363476739,4.848343195785783,,6801.053700000006,5522.262900000007,,1139
201704041507A,4.151753327495619,4.855848686514882,,4741.302299999998,5545.379199999996,,1142
201704111555A,2.132537335670462,1.4578869412795794,,2433.2250999999974,1663.449,,1141
201704201520A,4.254722416812616,4.319833099824873,,4858.893000000007,4933.249400000005,,1142
201705200106A,4.915136229365773,3.1813859252823655,,5657.321800000004,3661.7752000000028,,1151
201705221100A,4.6741157801418485,3.89579539007092,,5272.402600000005,4394.457199999998,,1128
201706150311A,3.442146289752653,2.121860512367493,,3896.5096000000035,2401.9461000000024,,1132
201707060803A,25.507327029438,18.210317484388924,,28593.713599999995,20413.765899999984,,1121
201707121948A,5.896089603524234,0.8168930396475774,,6692.061700000006,927.1736000000004,,1135
201708021818A,3.4740249776984875,3.3597882247992903,,3894.3820000000046,3766.3226000000045,,1121
201708050739A,3.1039458221024208,2.6865185085354937,,3454.6916999999944,2990.0951000000045,,1113
201708080549A,4.502112241224131,3.4040557155715545,,5001.846700000009,3781.905899999997,,1111
201708100043A,2.3998118749999997,1.0020294642857142,,2687.7893,1122.273,,1120
201709071726A,8.838756666666658,6.390063157894738,10.56370342105263,10076.18259999999,7284.672000000001,12042.621899999998,1140
201709291925A,3.682056913470119,2.993499643175738,8.610181177520072,4127.5858000000035,3355.713100000002,9652.013100000002,1121
201711090742A,13.142809973521636,10.661895498676081,,14890.803700000015,12079.9276,,1133
201711281738A,2.3964598759964515,1.704856333038085,,2705.6031999999936,1924.782799999998,,1129
201712091514A,12.891717719298244,13.72744359649123,,14696.558199999998,15649.285700000004,,1140
201712182328A,6.225573753280845,4.975792475940502,,7115.830800000005,5687.330799999994,,1143
201712210156A,4.860225349650357,3.339129108391609,,5560.097800000009,3819.9637000000007,,1144
201712310348A,3.7362878260869588,2.1669379130434816,,4296.7310000000025,2491.978600000004,,1150
201712311453A,2.553206173913046,1.792913565217389,,2936.187100000003,2061.8505999999975,,1150
201801032130A,6.469775485008814,4.2458604938271645,,7336.725399999995,4814.805800000005,,1134
201801181208A,3.2456821214713445,3.155684260051324,,3794.202400000002,3688.994899999998,,1169
201802052056A,2.769197537379067,1.3931377308707134,,3148.577599999999,1583.997600000001,,1137
201802061915A,12.03135377192982,10.85983763157894,,13715.743299999996,12380.214899999994,,1140
201802112314A,10.77188133102853,8.711323076923085,,12463.066700000008,10079.000800000009,,1157
201802120052A,1.9054132340052583,0.957930499561788,,2174.0764999999997,1092.9987,,1141
201802130239A,0.5017453287197233,-0.6086634948096894,,580.0176000000001,-703.6150000000009,,1156
201803181800A,2.579039579684763,1.610551138353766,4.764119702276709,2945.2631999999994,1839.2494000000008,5440.624700000001,1142
201804120756A,2.813551773049646,1.4833655141843969,,3173.6864000000005,1673.2362999999996,,1128
201804132146A,2.4809580901856823,1.0149800176834647,,2805.9636000000064,1147.9423999999985,,1131
201804240408A,3.408867519858783,2.2183368932038845,,3862.246900000001,2513.375700000001,,1133
201805101802A,5.18975658578856,4.794134055459272,,5988.979099999998,5532.4307,,1154
201806172258A,13.587214798598957,13.146965323993003,18.896256917688273,15516.599300000009,15013.834400000009,21579.52540000001,1142
