netsta,snr_r,snr_t,snr_z,allsnr_r,allsnr_t,allsnr_z,count
AH.BZY,3.2217485507246377,1.9178242753623183,3.322277173913046,889.2026,529.3194999999998,916.9485000000006,276
AH.CHZ,5.34201203931204,3.7670810810810846,5.895166339066337,2174.1989000000003,1533.2020000000014,2399.3326999999995,407
AH.DYN,7.606418289786222,4.772599287410927,11.428682897862231,3202.3020999999994,2009.2643000000003,4811.4755,421
AH.FYT,3.958765040650405,1.301039837398374,2.3483032520325207,486.9280999999998,160.02790000000002,288.84130000000005,123
AH.FZL,6.477310657596366,5.009097959183674,7.294590476190478,2856.4939999999974,2209.0122000000006,3216.9144000000006,441
AH.HBE,7.301976122931444,5.855176832151301,8.60766430260047,3088.735900000001,2476.7398000000003,3641.0419999999995,423
AH.HEF,5.407428985507248,3.9277884057971004,7.871948309178745,2238.6756000000005,1626.1043999999995,3258.9866000000006,414
AH.HNA,6.009932093023258,4.457669534883714,7.597640000000005,2584.2708000000007,1916.797899999997,3266.985200000002,430
AH.HSH,4.109198863636367,2.8761981818181837,6.130524772727276,1808.0475000000015,1265.527200000001,2697.4309000000017,440
AH.HUS,5.438853658536576,3.7843729268292696,6.189519999999997,2229.929999999996,1551.5929000000006,2537.703199999999,410
AH.JAS,4.627805541561715,3.513045088161208,5.518594206549116,1837.238800000001,1394.6788999999997,2190.881899999999,397
AH.JIX,5.594736165048539,4.424291504854367,6.549198543689322,2305.0312999999983,1822.8080999999995,2698.2698000000005,412
AH.JZA,6.073088493150687,4.488122739726028,9.354871780821915,2216.6773000000007,1638.1648,3414.528199999999,365
AH.LAN,6.7153482142857115,4.2525380102040815,11.106009693877558,2632.416499999999,1666.9949,4353.555800000003,392
AH.LNA,3.4525357933579315,2.1933616236162354,3.2249922509225084,935.6371999999994,594.4009999999998,873.9728999999998,271
AH.MAS,5.844935664335661,4.359874825174824,6.058817715617718,2507.4773999999984,1870.3862999999994,2599.232800000001,429
AH.MCG,6.692556869009587,4.747752396166132,10.280350159744412,2094.7703000000006,1486.0464999999992,3217.749600000001,313
AH.MCG1,5.706764285714286,3.5911142857142857,10.788228571428572,79.8947,50.2756,151.0352,14
AH.SCH,4.912475949367092,3.5339718987341797,9.343888354430376,1940.4280000000015,1395.918900000001,3690.8358999999987,395
AH.SIX,7.267515624999999,4.5725587053571415,6.795608482142861,3255.8469999999993,2048.5062999999996,3044.432600000002,448
AH.SJH,2.9757721014492753,1.6050985507246376,3.2297090579710157,821.3131,443.00719999999995,891.3997000000003,276
AH.TOL,6.4766766899766886,4.356979254079253,6.712574592074592,2778.4942999999994,1869.1440999999993,2879.6945,429
BJ.BBS,4.0576081300813,3.0573333333333332,4.4705186991869885,1497.2573999999995,1128.156,1649.6213999999989,369
BJ.CIQ,3.338934351145039,2.284254961832061,2.9912877862595426,437.4004000000001,299.2374,391.85870000000006,131
BJ.DAX,1.0932588235294118,1.2738529411764705,3.471905882352941,18.5854,21.6555,59.0224,17
BJ.DHC,6.823967898383368,5.250435565819863,6.426630946882217,2954.7780999999986,2273.438600000001,2782.7312,433
BJ.DSQ,2.5419117647058824,1.0988823529411764,3.0474941176470587,43.2125,18.681,51.8074,17
BJ.FHY,3.4820866666666683,3.4671299999999996,4.4707525,417.8504000000002,416.05559999999997,536.4902999999999,120
BJ.JIZ,2.5917754098360635,1.0812475409836062,3.120904918032786,316.19659999999976,131.91219999999996,380.7503999999999,122
BJ.LBG,1.971894117647059,2.1688529411764708,3.1296705882352938,33.522200000000005,36.8705,53.20439999999999,17
BJ.LBP,6.235589077669902,4.946653883495146,11.023901699029123,2569.0626999999995,2038.0214,4541.847499999999,412
BJ.LLM,8.235967954545456,6.803657499999995,13.516451363636365,3623.8259000000007,2993.609299999998,5947.238600000001,440
BJ.LQS,2.069188235294117,2.9006,2.537670588235294,35.176199999999994,49.310199999999995,43.1404,17
BJ.MAF,3.8716508196721318,3.097541803278688,1.959787704918033,472.3414000000001,377.90009999999995,239.09410000000003,122
BJ.MDY,4.818113333333333,2.960826666666667,4.802893333333333,72.2717,44.412400000000005,72.04339999999999,15
BJ.MIY,7.625221889400921,5.945508986175117,10.358024654377884,3309.3462999999997,2580.350900000001,4495.382700000002,434
BJ.NKY,7.221884304932734,5.768348654708517,7.118280269058296,3220.9603999999995,2572.6834999999987,3174.753,446
BJ.NLS,2.5480731092436972,2.2320268907563032,3.2021495798319317,303.22069999999997,265.6112000000001,381.05579999999986,119
BJ.NSC,2.4874363636363634,2.0347272727272725,0.3788090909090908,27.3618,22.381999999999998,4.166899999999999,11
BJ.SFS,2.217628571428571,3.179421428571429,6.332950000000001,31.046799999999998,44.511900000000004,88.66130000000001,14
BJ.SSL,5.1867911007025675,4.177341920374707,8.943314285714285,2214.759799999996,1783.725,3818.7952,427
BJ.SZL,1.973564705882353,2.1973411764705886,3.0628294117647057,33.5506,37.354800000000004,52.068099999999994,17
BJ.TIT,3.399995798319328,1.9073361344537818,4.078734453781513,404.59950000000003,226.97300000000004,485.36940000000004,119
BJ.TST,2.94833,4.487629999999999,2.5562000000000005,29.4833,44.87629999999999,25.562000000000005,10
BJ.XBZ,6.602022222222226,5.634023391812864,10.298364912280709,2257.8916000000013,1926.8359999999996,3522.0408000000025,342
BJ.XIJ,7.460171153846156,4.659238461538462,8.14700641025641,1163.7867000000003,726.8412000000001,1270.933,156
BJ.YAZ,3.3610272727272714,1.9564727272727274,4.014404132231406,406.68429999999984,236.7332,485.74290000000013,121
BJ.YUF,2.7885237623762387,1.0322148514851481,2.2250029702970306,281.6409000000001,104.25369999999995,224.7253000000001,101
BJ.ZHT,5.5739491646778045,4.789614319809072,11.835858949880654,2335.4847,2006.848400000001,4959.224899999994,419
BJ.ZKD,2.949394117647059,2.536941176470588,3.2298999999999998,50.139700000000005,43.128,54.9083,17
BO.ABU,11.368263288288285,6.481861036036035,13.85340112612613,5047.508899999998,2877.9462999999996,6150.910100000002,444
BO.ADM,10.436441825902337,5.119263481953287,13.306596602972386,4915.5641000000005,2411.173099999998,6267.406999999994,471
BO.AMM,8.175252025586351,4.29616460554371,14.31091023454158,3834.193199999999,2014.9012,6711.816900000002,469
BO.AOG,4.398500655021836,2.071343668122271,8.504469432314412,2014.513300000001,948.6754000000002,3895.0470000000005,458
BO.ASI,9.646993920335435,4.750551781970651,14.087988050314465,4601.616100000002,2266.0132000000003,6719.9703,477
BO.FUJ,10.142391157894732,5.609795999999994,13.911831789473679,4817.635799999997,2664.6530999999973,6608.120099999997,475
BO.FUK,10.01091106471816,6.56444822546973,13.738787056367428,4795.226399999999,3144.3707000000004,6580.878999999998,479
BO.GJM,8.959484342379957,4.051836743215031,14.094891440501039,4291.593,1940.8297999999998,6751.452999999998,479
BO.HID,11.415326195426196,5.855880665280654,14.997148440748436,5490.771900000001,2816.6785999999943,7213.628399999998,481
BO.HJO,6.735300838574426,2.7742769392033533,12.241602306079665,3212.7385000000013,1323.3300999999994,5839.2443,477
BO.HRO,7.058151578947366,2.778977263157894,12.376625894736852,3352.621999999999,1320.0141999999996,5878.897300000005,475
BO.HSS,8.929415686274515,4.840433769063182,12.565038344226577,4098.601800000002,2221.7591000000007,5767.352599999999,459
BO.IGK,8.769368297872344,4.350724042553194,13.223619361702132,4121.603100000001,2044.8403000000014,6215.101100000003,470
BO.IMG,6.070839958158998,2.82081213389121,13.001436820083683,2901.861500000001,1348.3481999999985,6214.6868,478
BO.INN,10.681545093945719,6.888152400835071,15.26259123173279,5116.460099999999,3299.424999999999,7310.781200000007,479
BO.ISI,9.875476470588236,6.358490966386557,15.490783613445398,4700.7268,3026.641700000001,7373.613000000009,476
BO.IYG,7.693832754880698,3.6720611713665945,13.301535140997839,3546.8569000000016,1692.8202,6132.007700000004,461
BO.IZH,11.322235744680848,7.427668510638306,14.971288085106409,5321.450799999999,3491.0042000000035,7036.505400000012,470
BO.JIZ,9.785346234309632,4.909553138075311,13.657781171548123,4677.395500000004,2346.7663999999986,6528.4194000000025,478
BO.KGM,7.923360879120887,3.9826404395604382,14.809155164835165,3605.1292000000035,1812.1013999999993,6738.1656,455
BO.KIS,11.077111814346,6.295225316455695,14.567693881856531,5250.551000000004,2983.9367999999995,6905.086899999996,474
BO.KMT,11.403668267223383,6.69061043841336,14.72593194154488,5462.3571,3204.8023999999996,7053.721399999998,479
BO.KMU,12.290547500000008,6.819401249999999,14.96472645833332,5899.462800000004,3273.3125999999997,7183.068699999993,480
BO.KNM,12.074148637316569,6.462839622641508,14.679960377358485,5759.368900000003,3082.774499999999,7002.341099999998,477
BO.KNP,10.722225732217577,5.916193096234313,14.674445397489542,5125.223900000002,2827.9403000000016,7014.384900000001,478
BO.KNY,10.067401874999991,5.485079791666668,13.588512708333335,4832.352899999995,2632.838300000001,6522.486100000001,480
BO.KSK,10.704956050955419,4.487815074309976,13.973630148619959,5042.034300000002,2113.760899999999,6581.5798,471
BO.KSN,9.491965957446814,4.393682978723402,13.397704042553194,4461.224000000003,2065.030999999999,6296.920900000001,470
BO.KSR,9.912251673640165,5.361128870292889,12.619729079497898,4738.056299999999,2562.619600000001,6032.230499999995,478
BO.KYK,8.851408033826631,4.869315221987311,14.322182029598318,4186.715999999997,2303.186099999998,6774.392100000005,473
BO.KZK,11.089997907949796,6.313383263598327,13.545911087866113,5301.019000000002,3017.7972000000004,6474.945500000002,478
BO.KZS,5.498549478079332,2.307430897703549,11.199142171189973,2633.8052000000002,1105.2594,5364.389099999997,479
BO.MMA,7.741663157894736,4.376814035087721,11.988179824561408,882.5495999999999,498.95680000000016,1366.6525000000006,114
BO.NAA,9.827982983193282,5.243859453781518,14.822557142857148,4678.119900000002,2496.0771000000022,7055.5372000000025,476
BO.NKG,11.811666452991444,7.173420085470086,13.892476282051293,5527.859899999996,3357.1606,6501.678900000005,468
BO.NMR,6.62204344978165,3.601102838427951,8.138840829694317,3032.8958999999954,1649.3051000000016,3727.5890999999974,458
BO.NOK,11.09923158995817,6.482233472803354,14.902282635983266,5305.432700000006,3098.507600000003,7123.291100000001,478
BO.NOP,10.967345833333336,6.326559999999995,14.665181666666674,5264.326000000002,3036.7487999999976,7039.287200000003,480
BO.NRW,10.158277035490608,6.438062004175365,15.389321711899793,4865.814700000001,3083.8317,7371.485100000001,479
BO.NSK,11.890573221757325,7.088464016736398,15.29796757322175,5683.694000000001,3388.2857999999983,7312.428499999997,478
BO.OKW,8.074163596491234,5.601686184210523,17.289551754385965,3681.8186000000023,2554.3688999999986,7884.0356,456
BO.ONS,11.066063025210093,5.523878571428571,14.01033592436976,5267.4460000000045,2629.3662,6668.919900000006,476
BO.OOW,10.092725229357798,4.564852293577982,12.962441743119271,2200.2141,995.1378000000001,2825.812300000001,218
BO.OSW,6.809361297071132,1.4014223849372383,11.131303974895399,3254.874700000001,669.8798999999999,5320.7633000000005,478
BO.SAG,11.714156041666667,7.008674999999997,14.43288625,5622.794900000001,3364.1639999999984,6927.7854,480
BO.SBR,9.210553571428564,6.048471008403356,15.085961134453775,4384.223499999996,2879.072199999998,7180.917499999997,476
BO.SBT,6.6682101098901105,2.9486964835164855,13.750885714285713,3034.0356,1341.6569000000009,6256.652999999999,455
BO.SGN,9.958394802494801,5.029302079002075,14.432713305613307,4789.987899999999,2419.094299999998,6942.1351,481
BO.SHR,9.946355114822552,5.356630897703552,13.803921711899779,4764.304100000002,2565.826200000002,6612.078499999994,479
BO.SIB,7.557814345991564,5.21858628691983,14.514889873417708,3582.4040000000014,2473.6098999999995,6880.057799999993,474
BO.SRN,9.351371115973745,5.429538512035012,15.1817203501094,4273.576600000001,2481.2991,6938.046199999995,457
BO.STM,10.039658627858628,6.569014137214135,15.2729471933472,4829.0758000000005,3159.695799999999,7346.287600000003,481
BO.TAS,10.623927708333323,6.654645208333336,14.124501666666673,5099.485299999995,3194.2297000000012,6779.760800000003,480
BO.TGA,12.437106250000001,7.049398750000005,14.890048333333356,5969.811000000001,3383.7114000000024,7147.22320000001,480
BO.TGW,9.548344142259415,6.084028451882848,14.951211506276143,4564.1085,2908.165600000001,7146.679099999997,478
BO.TKD,8.531958041958053,5.670498601398596,14.55756713286714,3660.2100000000046,2432.6438999999978,6245.196300000003,429
BO.TKO,10.10019081196581,6.735151923076918,15.222340384615379,4726.889299999999,3152.051099999998,7124.055299999997,468
BO.TMC,12.458515031315226,7.6810970772442655,15.11023256784969,5967.628699999993,3679.245500000003,7237.801400000002,479
BO.TMR,7.140157380457378,3.5533471933471907,13.081168814968803,3434.4156999999987,1709.1599999999987,6292.042199999994,481
BO.TSA,10.547199790356377,6.662634381551363,15.657729140461218,5031.014299999992,3178.0766,7468.736800000001,477
BO.TSK,9.992026526315795,4.517418105263159,13.504026526315792,4746.212600000003,2145.7736000000004,6414.4126000000015,475
BO.TTO,12.505981704781712,6.25747401247401,14.441250311850304,6015.3772000000035,3009.8449999999984,6946.241399999996,481
BO.TYS,9.79036485355648,4.211558995815898,13.999284518828453,4679.794399999997,2013.1251999999993,6691.658,478
BO.UMJ,12.976956276150617,7.706392677824266,15.36491589958159,6202.985099999994,3683.6556999999993,7344.4298,478
BO.URH,10.98648458333334,6.166850625000004,13.60399458333334,5273.512600000003,2960.0883000000017,6529.917400000004,480
BO.WJM,10.721865744680839,5.865310212765959,14.07363510638298,5039.276899999994,2756.6958000000004,6614.6085,470
BO.WTR,9.896773672055428,5.9194519630485045,14.420086143187062,4285.303,2563.1227000000026,6243.897299999998,433
BO.YAS,10.087664779874217,5.882210272536685,14.233068763102729,4811.816100000002,2805.814299999999,6789.173800000001,477
BO.YMZ,10.694329436325685,4.8935843423799605,13.606218371607518,5122.583800000003,2344.026900000001,6517.378600000001,479
BO.YNG,9.048662947368413,4.7181256842105235,12.996651789473699,4298.114899999996,2241.1096999999986,6173.409600000007,475
BO.YSI,9.794472651357005,6.0743954070981285,15.078843841336111,4691.552400000005,2909.6354000000038,7222.766199999997,479
BO.YTY,10.244105063291135,6.805189873417714,14.725593037974686,4855.705799999998,3225.659999999996,6979.931100000002,474
BO.YZK,12.292944166666672,7.257833541666667,15.282955625000005,5900.6132000000025,3483.7601,7335.8187000000025,480
BO.ZMM,6.3745750524109015,3.0745090146750536,14.019468134171914,3040.6723,1466.5408000000004,6687.286300000003,477
BU.BDH,3.7359693548387094,2.1894592741935472,5.78627620967742,926.5203999999999,542.9858999999997,1434.9965000000002,248
BU.BJT,5.641059349593501,4.894245799457996,5.500409756097559,2081.550900000002,1805.9767000000006,2029.6511999999993,369
BU.CDT,5.1168277966101705,3.4089254237288156,8.745206779661014,1509.4642000000003,1005.6330000000006,2579.8359999999993,295
BU.CHL,4.8223446753246755,3.340639220779223,7.296066233766226,1856.6027000000001,1286.1461000000008,2808.985499999997,385
BU.DAX,3.6539484536082463,2.156930927835052,2.8107577319587644,354.4329999999999,209.22230000000002,272.64350000000013,97
BU.DOH,3.893151181102364,2.168463385826772,6.4935110236220455,988.8604000000004,550.7897,1649.3517999999995,254
BU.DSQ,2.4321095744680843,1.5218893617021274,2.827798936170213,228.61829999999992,143.05759999999998,265.8131,94
BU.FHS,3.680398393574296,1.803589959839358,2.7596915662650607,916.4191999999997,449.0939000000002,687.1632000000001,249
BU.GUY,6.446526923076925,4.074639560439566,11.259162637362639,2346.5358000000006,1483.168800000002,4098.3352,364
BU.HBZ,3.7119246031746056,2.3920662698412714,5.97581944444444,935.4050000000007,602.8007000000003,1505.906499999999,252
BU.HUA,4.756377078085644,3.165188664987406,8.839994458438293,1888.281700000001,1256.5799000000002,3509.477800000002,397
BU.LAY,5.27566829268293,3.4121701897018974,8.36530189701897,1946.7216000000012,1259.0908000000002,3086.7963999999997,369
BU.LBG,3.4616742160278764,2.187572125435539,4.547306968641116,993.5005000000006,627.8331999999997,1305.0771000000002,287
BU.LQS,4.086635622317597,2.650278111587986,5.894080257510732,952.1861,617.5148000000007,1373.3207000000004,233
BU.MDY,5.099262916666669,3.1746795833333357,6.320806666666672,1223.8231000000005,761.9231000000005,1516.9936000000014,240
BU.NSC,4.349297630331754,3.1975649289099537,7.75645781990521,917.7018,674.6862000000002,1636.6125999999992,211
BU.QSD,0.008711111111110935,-1.3500666666666663,1.3521111111111113,0.07839999999999842,-12.150599999999997,12.169,9
BU.SFS,4.934917916666665,3.4170312500000017,7.9018887499999995,1184.3802999999996,820.0875000000004,1896.4533,240
BU.SHC,9.107026370757179,6.223856657963445,12.199227676240207,3487.9910999999993,2383.7370999999994,4672.3042,383
BU.SZL,4.242478285714286,2.571716285714284,6.181641142857144,1484.8674,900.1006999999994,2163.5744000000004,350
BU.TAS,3.6968970731707316,2.8059858536585396,7.337514634146339,757.8639,575.2271000000006,1504.1904999999995,205
BU.TST,3.783502183406115,2.46567947598253,5.86615414847162,866.4220000000004,564.6405999999994,1343.349300000001,229
BU.WAX,7.826382686567159,5.548404477611946,10.807323582089555,2621.8381999999983,1858.7155000000018,3620.453400000001,335
BU.WEA,3.6600999999999995,2.2142078431372556,2.670255882352942,373.33019999999993,225.84920000000008,272.3661000000001,102
BU.XOX,2.443875000000001,0.9288980769230769,2.1090884615384624,254.1630000000001,96.6054,219.3452000000001,104
BU.XUH,5.3610160493827195,3.28345987654321,8.358605864197534,1736.9692000000011,1063.8410000000001,2708.1883000000007,324
BU.ZHL,5.433549579831929,3.0636364145658264,8.3916649859944,1939.7771999999986,1093.7182,2995.824400000001,357
BU.ZJT,4.51081147540984,3.1254859016393457,7.976006885245903,1375.797500000001,953.2732000000004,2432.6821000000004,305
BU.ZKD,3.875379399141632,2.528147210300433,5.274136051502145,902.9634000000002,589.0583000000009,1228.8736999999999,233
BU.ZUH,6.108137609329444,4.29221341107872,11.277926239067058,2095.0911999999994,1472.229200000001,3868.328700000001,343
CB.CAD,8.507640659340662,6.777806043956044,13.98789395604395,1548.3906000000006,1233.5607,2545.796699999999,182
CB.CD2,10.400095408163267,9.014207142857146,15.280700510204088,2038.4187000000004,1766.7846000000004,2995.0173000000013,196
CB.CN2,7.5903115,5.942577500000002,9.436018500000001,1518.0623,1188.5155000000004,1887.2037000000003,200
CB.DL2,8.561179601990043,6.818961691542283,13.818121890547262,1720.7970999999986,1370.611299999999,2777.4424999999997,201
CB.GOM,11.126769543147203,8.450914720812182,16.212697461928933,2191.973599999999,1664.8302,3193.9013999999997,197
CB.GTA,11.511610396039593,10.784129207920797,16.779443564356423,2325.3452999999977,2178.394100000001,3389.4475999999977,202
CB.GYA,11.347746391752581,9.847245360824747,14.079594329896914,2201.4628000000007,1910.3656000000008,2731.4413000000013,194
CB.GZH,9.765356111111114,7.74718833333333,12.488559999999994,1757.7641000000003,1394.4938999999995,2247.940799999999,180
CB.HEH,9.201752499999996,7.275185500000003,14.263344499999995,1840.350499999999,1455.0371000000005,2852.668899999999,200
CB.HHC,7.878277999999995,6.612909500000003,13.273281499999994,1575.655599999999,1322.5819000000006,2654.6562999999987,200
CB.KSH,9.851133333333332,6.238305797101449,18.043020289855072,679.7281999999999,430.4431,1244.9684,69
CB.LYN,9.402951980198019,7.3760287128712925,13.995718316831681,1899.3962999999999,1489.957800000001,2827.1350999999995,202
CB.LZH,10.25664975124378,8.255334328358208,14.916896019900495,2061.5865999999996,1659.3221999999996,2998.2960999999996,201
CB.NAQ,8.576211111111114,6.833020740740737,9.314288888888886,1157.7885000000003,922.4577999999995,1257.4289999999996,135
CB.NJ2,5.333186363636366,3.6451686868686854,7.369153030303026,1055.9709000000005,721.7433999999997,1459.092299999999,198
CB.SNY,7.975694117647059,6.749570588235294,13.392295098039217,1627.0416,1376.9124,2732.0282,204
CB.TIA,5.442787064676618,5.094048756218909,15.214170149253727,1094.0002000000002,1023.9038000000007,3058.0481999999993,201
CB.TNC,7.406783333333328,6.141769444444443,13.020092777777771,1333.220999999999,1105.5184999999997,2343.6166999999987,180
