,gcmtid,depth,process_flag,p_z,p_r,s_z,s_r,s_t,surf_z,surf_r,surf_z_mt,surf_r_mt,p_all,sv_all,sh_all,ray_all,theall
503,200908240526A,d5,preprocessed_40s_to_120s,2.2126800955486288e-07,6.799669698086563e-07,9.806210537981198e-07,1.5456253168264507e-06,1.8065608728717095e-06,1.480565163248276e-07,2.3004952999880236e-07,0.20848045734471266,0.4266993935210648,4.506174896817596e-07,1.2631231853122853e-06,1.8065608728717095e-06,1.8905302316181497e-07,9.273386427568924e-07
504,200909031326A,d-10,preprocessed_10s_to_120s,1.1577579951847852e-05,1.4440541436380267e-05,4.953177253958225e-05,3.660851793288144e-05,4.590254825897741e-05,5.7704260925246395e-06,5.425040861156571e-06,0.42058260341642023,0.5038693840523493,1.3009060694114059e-05,4.307014523623185e-05,4.590254825897741e-05,5.597733476840605e-06,2.689487191654098e-05
505,200909031326A,d-10,preprocessed_20s_to_120s,6.520659687724761e-06,9.028383622571236e-06,3.083059528685686e-05,2.3706270357184627e-05,2.616617064890993e-05,3.844636937182377e-06,3.487931978827884e-06,0.2818500646513402,0.2732647483280836,7.774521655147998e-06,2.726843282202074e-05,2.616617064890993e-05,3.6662844580051306e-06,1.6218852396020947e-05
506,200909031326A,d-10,preprocessed_40s_to_120s,4.1230331088244625e-06,6.947995936212699e-06,1.5222749898600033e-05,1.4512952848468141e-05,1.4089084027880728e-05,2.807237323079876e-06,2.155500968244457e-06,0.17349416390788647,0.18073040590118178,5.53551452251858e-06,1.4867851373534087e-05,1.4089084027880728e-05,2.4813691456621666e-06,9.24345476739889e-06
507,200909031326A,d-15,preprocessed_10s_to_120s,1.286230827779246e-05,1.558314572104193e-05,5.1180167493235896e-05,3.8467516295438296e-05,4.7390088283237754e-05,5.9225135680464095e-06,5.519311953617436e-06,0.4240898897860494,0.5031970085810603,1.4222726999417195e-05,4.4823841894337096e-05,4.7390088283237754e-05,5.720912760831923e-06,2.8039392484455994e-05
508,200909031326A,d-15,preprocessed_20s_to_120s,7.078045656106515e-06,9.757309865758811e-06,3.2349186513260055e-05,2.509507362067538e-05,2.7137586043555336e-05,4.0678181951402164e-06,3.623866668527743e-06,0.30198863394487946,0.28596300050796414,8.417677760932663e-06,2.8722130066967715e-05,2.7137586043555336e-05,3.845842431833979e-06,1.7030809075822423e-05
509,200909031326A,d-15,preprocessed_40s_to_120s,4.307499649912496e-06,7.2709705617918875e-06,1.7602244682983976e-05,1.5242257547953095e-05,1.5069304421097875e-05,3.101092301580085e-06,2.330259705309673e-06,0.2000142693225433,0.19000579477004317,5.7892351058521915e-06,1.6422251115468534e-05,1.5069304421097875e-05,2.715676003444879e-06,9.999116661465868e-06
510,200909031326A,d-5,preprocessed_10s_to_120s,1.0389080110681332e-05,1.358796497337919e-05,4.845263701830422e-05,3.3484400201304414e-05,4.479937280891602e-05,5.643937299271006e-06,5.335750539942446e-06,0.41921146669439424,0.5056534185223351,1.198852254203026e-05,4.0968518609804316e-05,4.479937280891602e-05,5.489843919606726e-06,2.5811564470089327e-05
511,200909031326A,d-5,preprocessed_20s_to_120s,6.174075481779112e-06,8.607390444308633e-06,2.8554691768963552e-05,2.2711676431352957e-05,2.546210264054017e-05,3.6032582350908478e-06,3.3895146021843768e-06,0.26250945592087077,0.2684653373944376,7.3907329630438726e-06,2.5633184100158255e-05,2.546210264054017e-05,3.4963864186376123e-06,1.5495601530594978e-05
512,200909031326A,d-5,preprocessed_40s_to_120s,4.02393112834211e-06,6.974883583999273e-06,1.4139291780852766e-05,1.3606990612397375e-05,1.3300155436694469e-05,2.6016029315059353e-06,2.0314020775066718e-06,0.15399379882704103,0.17542063093445556,5.499407356170691e-06,1.3873141196625071e-05,1.3300155436694469e-05,2.3165025045063033e-06,8.747301623499133e-06
513,200909031326A,d0,preprocessed_10s_to_120s,1.0024444621234528e-05,1.3347943099504718e-05,4.812114230674547e-05,3.269186746939216e-05,4.4007766090303744e-05,5.583387949812323e-06,5.294734221427971e-06,0.4198393693450237,0.5077854140012913,1.1686193860369624e-05,4.040650488806882e-05,4.4007766090303744e-05,5.439061085620147e-06,2.5384881481090583e-05
514,200909031326A,d0,preprocessed_20s_to_120s,6.123224821211012e-06,8.502112688765074e-06,2.7983006833444875e-05,2.2100335366611995e-05,2.4935445049730282e-05,3.5057427190760053e-06,3.345047314152748e-06,0.2585932555755338,0.2752350800227604,7.312668754988043e-06,2.5041671100028433e-05,2.4935445049730282e-05,3.4253950166143767e-06,1.5178794980340285e-05
515,200909031326A,d0,preprocessed_40s_to_120s,4.052452626681463e-06,7.078825194385237e-06,1.3521756062757904e-05,1.3406779367463476e-05,1.2756416967944662e-05,2.461761096945413e-06,1.95845603796604e-06,0.1401564413183518,0.1754122452184231,5.56563891053335e-06,1.346426771511069e-05,1.2756416967944662e-05,2.2101085674557263e-06,8.499108040261107e-06
516,200909031326A,d10,preprocessed_10s_to_120s,1.1231259546868306e-05,1.4147087323832449e-05,4.843876382597445e-05,3.302603112276277e-05,4.3781741345054755e-05,5.506346576627252e-06,5.2374713850159065e-06,0.43372822561764895,0.5316039011274094,1.2689173435350378e-05,4.0732397474368607e-05,4.3781741345054755e-05,5.37190898082158e-06,2.564380530889883e-05
517,200909031326A,d10,preprocessed_20s_to_120s,6.4401969977543e-06,9.479589828096018e-06,2.835196352689415e-05,2.202458634856508e-05,2.4363452032673486e-05,3.474205584529122e-06,3.3781875203045907e-06,0.275108002354506,0.31520933018307773,7.959893412925159e-06,2.5188274937729616e-05,2.4363452032673486e-05,3.4261965524168564e-06,1.5234454233936279e-05
518,200909031326A,d10,preprocessed_40s_to_120s,4.451244174207722e-06,7.668529535790935e-06,1.372066565861512e-05,1.2796663078442083e-05,1.206640510125151e-05,2.398064028588067e-06,1.9050096274260595e-06,0.140747826207585,0.19293081641403328,6.059886854999329e-06,1.3258664368528601e-05,1.206640510125151e-05,2.1515368280070632e-06,8.384123288196626e-06
519,200909031326A,d15,preprocessed_10s_to_120s,1.2130641536354145e-05,1.4916436859842037e-05,4.900586711032786e-05,3.3683184296266395e-05,4.428159731802252e-05,5.6250255022568194e-06,5.286667748713323e-06,0.4334880090910529,0.5471136676678356,1.3523539198098091e-05,4.1344525703297127e-05,4.428159731802252e-05,5.455846625485072e-06,2.6151377211225703e-05
520,200909031326A,d15,preprocessed_20s_to_120s,6.930293925841897e-06,9.936719149100993e-06,2.904377390458542e-05,2.2696846246398295e-05,2.4604962104728206e-05,3.520651789816642e-06,3.4441781209794465e-06,0.29708657847511155,0.3439398680677277,8.433506537471444e-06,2.5870310075491858e-05,2.4604962104728206e-05,3.4824149553980445e-06,1.5597798418272387e-05
521,200909031326A,d15,preprocessed_40s_to_120s,4.646584663660185e-06,7.859085610922547e-06,1.4411045036904414e-05,1.3176229041505011e-05,1.2072738435576659e-05,2.446976201537469e-06,1.9709844254884792e-06,0.15522849813102993,0.2124046500402125,6.252835137291365e-06,1.3793637039204712e-05,1.2072738435576659e-05,2.208980313512974e-06,8.582047731396428e-06
522,200909031326A,d5,preprocessed_10s_to_120s,1.040186438130376e-05,1.363035634262139e-05,4.816430223385248e-05,3.250312429794481e-05,4.3757282055063585e-05,5.461937636994424e-06,5.251998880778995e-06,0.42508846693356755,0.5164341535840089,1.2016110361962575e-05,4.033371326589865e-05,4.3757282055063585e-05,5.35696825888671e-06,2.5366018485452878e-05
523,200909031326A,d5,preprocessed_20s_to_120s,6.081735513362707e-06,8.709458566447717e-06,2.7955364587270343e-05,2.1874599139270715e-05,2.4781696874802688e-05,3.4586767997335367e-06,3.34630878033468e-06,0.2622411300196908,0.29156119917730833,7.395597039905212e-06,2.491498186327053e-05,2.4781696874802688e-05,3.4024927900341082e-06,1.5123692142003134e-05
524,200909031326A,d5,preprocessed_40s_to_120s,4.235378071449927e-06,7.389952042901453e-06,1.3329522706082845e-05,1.2609172410095006e-05,1.2335673112704306e-05,2.3939458437388313e-06,1.8851848475367173e-06,0.13434919783738958,0.17826488531891369,5.81266505717569e-06,1.2969347558088924e-05,1.2335673112704306e-05,2.139565345637774e-06,8.314312768401675e-06
525,200909031951A,d-10,preprocessed_10s_to_120s,5.087668963734676e-06,7.86535708522149e-06,1.9614302077393843e-05,1.6542293204639142e-05,2.9341345024351228e-05,3.826241542032901e-06,3.4183962628210442e-06,0.45191950188726193,0.4754278037695342,6.476513024478084e-06,1.8078297641016494e-05,2.9341345024351228e-05,3.6223189024269726e-06,1.4379618648068196e-05
526,200909031951A,d-10,preprocessed_20s_to_120s,2.7978027472750316e-06,6.248206416723278e-06,1.1319333701603659e-05,1.1416864869568896e-05,1.825417276063669e-05,2.943732165944987e-06,2.887872356301183e-06,0.25506925754174936,0.2589592773717395,4.523004581999155e-06,1.1368099285586277e-05,1.825417276063669e-05,2.915802261123085e-06,9.265269722336302e-06
527,200909031951A,d-10,preprocessed_40s_to_120s,1.645583356730909e-06,2.536992984815944e-06,5.606148646543429e-06,8.12120227586971e-06,1.2809992410338082e-05,1.5216421466164021e-06,2.010600582142288e-06,0.23679853764739875,0.306078955440557,2.0912881707734265e-06,6.86367546120657e-06,1.2809992410338082e-05,1.766121364379345e-06,5.882769351674355e-06
528,200909031951A,d-15,preprocessed_10s_to_120s,5.190450468379724e-06,7.942891930482584e-06,1.9588992264003818e-05,1.667922603025024e-05,2.9528743588598386e-05,4.074598364717133e-06,3.530821999110907e-06,0.46659777334532077,0.4747409310332377,6.5666711994311546e-06,1.813410914712703e-05,2.9528743588598386e-05,3.80271018191402e-06,1.4508058529267647e-05
529,200909031951A,d-15,preprocessed_20s_to_120s,2.8122299089364174e-06,6.263972577006063e-06,1.1340578197351725e-05,1.1460413007533941e-05,1.862312164573991e-05,3.1400024064875857e-06,3.013908492078348e-06,0.27440542367347365,0.27197356459643907,4.53810124297124e-06,1.1400495602442833e-05,1.862312164573991e-05,3.0769554492829666e-06,9.409668485109237e-06
530,200909031951A,d-15,preprocessed_40s_to_120s,1.6871675062368634e-06,2.599608937632974e-06,6.03772622342378e-06,8.184641801305841e-06,1.3024434807286522e-05,1.5506791674796332e-06,2.020112513671839e-06,0.23810477304407204,0.29779477187901826,2.1433882219349186e-06,7.111184012364811e-06,1.3024434807286522e-05,1.785395840575736e-06,6.016100720540497e-06
531,200909031951A,d-5,preprocessed_10s_to_120s,4.968759936205283e-06,7.82544555226016e-06,1.9643097735673316e-05,1.6453451315145466e-05,2.9171193250796942e-05,3.6634195907974227e-06,3.348262519151385e-06,0.4495398614918973,0.48694788192636196,6.397102744232721e-06,1.804827452540939e-05,2.9171193250796942e-05,3.505841054974404e-06,1.4280602893853365e-05
532,200909031951A,d-5,preprocessed_20s_to_120s,2.816752292884792e-06,6.303117325042835e-06,1.1404977754981798e-05,1.1378950774099659e-05,1.7823500996641063e-05,2.779847812022411e-06,2.8048991602167036e-06,0.24477062819020004,0.2597859002763146,4.559934808963814e-06,1.139196426454073e-05,1.7823500996641063e-05,2.7923734861195573e-06,9.14194338906629e-06
533,200909031951A,d-5,preprocessed_40s_to_120s,1.6501636939946384e-06,2.5504057935112914e-06,5.477220067742976e-06,8.074776516528115e-06,1.255096428144438e-05,1.5028330990256085e-06,2.0079471339808214e-06,0.23841365775851514,0.31674598926738,2.100284743752965e-06,6.775998292135545e-06,1.255096428144438e-05,1.755390116503215e-06,5.795659358459026e-06
534,200909031951A,d0,preprocessed_10s_to_120s,4.814066997862407e-06,7.876843997940376e-06,1.950859812105549e-05,1.6404223114703373e-05,2.8687635969622534e-05,3.561658687115932e-06,3.3022199416435055e-06,0.46078309261429773,0.5089876029312,6.345455497901392e-06,1.795641061787943e-05,2.8687635969622534e-05,3.4319393143797187e-06,1.4105360349945768e-05
535,200909031951A,d0,preprocessed_20s_to_120s,2.901782663858811e-06,6.405871380707409e-06,1.157393963606699e-05,1.1459628683788627e-05,1.7684970545462576e-05,2.677781294430874e-06,2.7735888946109163e-06,0.24454498536511776,0.27567073339579873,4.65382702228311e-06,1.1516784159927809e-05,1.7684970545462576e-05,2.725685094520895e-06,9.145316705548598e-06
536,200909031951A,d0,preprocessed_40s_to_120s,1.6795221212314463e-06,2.6381059325842885e-06,5.227374464626533e-06,7.909319851757583e-06,1.240623505251748e-05,1.4370563146519374e-06,2.0167734084154667e-06,0.23772545051504976,0.3313764280482145,2.1588140269078675e-06,6.5683471581920576e-06,1.240623505251748e-05,1.726914861533702e-06,5.715077774787777e-06
537,200909031951A,d10,preprocessed_10s_to_120s,5.097434813801446e-06,8.095927197759937e-06,1.9063293230243662e-05,1.6544417927856713e-05,2.830589553175655e-05,3.4787071567706496e-06,3.294395381013174e-06,0.5018394902324933,0.5681328258815677,6.596681005780692e-06,1.7803855579050186e-05,2.830589553175655e-05,3.386551268891912e-06,1.4023245846369837e-05
538,200909031951A,d10,preprocessed_20s_to_120s,3.164174493250117e-06,6.561660337577262e-06,1.1665303967956719e-05,1.1526665297542732e-05,1.790661487559291e-05,2.6112534982068022e-06,2.7785229579100915e-06,0.28296856085814504,0.34244196417950923,4.862917415413689e-06,1.1595984632749726e-05,1.790661487559291e-05,2.694888228058447e-06,9.265101287953692e-06
539,200909031951A,d10,preprocessed_40s_to_120s,1.8122697588573991e-06,2.7564949592088603e-06,5.255959730752227e-06,7.938459001399313e-06,1.2697828549724578e-05,1.4825896175659105e-06,2.0628800448277026e-06,0.25729753128902705,0.3681854184993075,2.2843823590331297e-06,6.59720936607577e-06,1.2697828549724578e-05,1.7727348311968066e-06,5.838038776507571e-06
540,200909031951A,d15,preprocessed_10s_to_120s,5.503170203803126e-06,8.29727372634922e-06,1.928667406228441e-05,1.6593314179408183e-05,2.8424240401319014e-05,3.431041995309957e-06,3.3134137900307585e-06,0.5203990125921855,0.5966860710458113,6.900221965076173e-06,1.7939994120846297e-05,2.8424240401319014e-05,3.3722278926703576e-06,1.415917109497796e-05
541,200909031951A,d15,preprocessed_20s_to_120s,3.3518678535257883e-06,6.6894627886627645e-06,1.1985500030393889e-05,1.1567239338940859e-05,1.816212137248993e-05,2.5744368319249153e-06,2.7944641899545025e-06,0.3143750937641893,0.38768372756169206,5.020665321094276e-06,1.1776369684667373e-05,1.816212137248993e-05,2.684450510939709e-06,9.410901722297821e-06
542,200909031951A,d15,preprocessed_40s_to_120s,1.8976014366524167e-06,2.8073327084194726e-06,5.343836181098992e-06,7.97831638904533e-06,1.2810197172186236e-05,1.521745331791612e-06,2.094104158058338e-06,0.27057826836898224,0.3889462890827648,2.3524670725359448e-06,6.661076285072161e-06,1.2810197172186236e-05,1.807924744924975e-06,5.907916318679829e-06
543,200909031951A,d5,preprocessed_10s_to_120s,4.81198162883529e-06,7.960836457718982e-06,1.8969599016801684e-05,1.6613863983000257e-05,2.8274496315610318e-05,3.5080505314893866e-06,3.2891985249964685e-06,0.47913813105144604,0.5335342418095742,6.386409043277136e-06,1.779173149990097e-05,2.8274496315610318e-05,3.3986245282429273e-06,1.3962815346757837e-05
544,200909031951A,d5,preprocessed_20s_to_120s,3.01777793454463e-06,6.4408625471275016e-06,1.1816376638261672e-05,1.1471116793026655e-05,1.7701879122997448e-05,2.6236380347829573e-06,2.765625389400217e-06,0.2562105458040179,0.302365872880452,4.729320240836066e-06,1.1643746715644164e-05,1.7701879122997448e-05,2.6946317120915874e-06,9.192394447892317e-06
545,200909031951A,d5,preprocessed_40s_to_120s,1.746663381288902e-06,2.7145864081408807e-06,5.2287857970827185e-06,7.921568617887168e-06,1.2441239502017184e-05,1.4538241675686865e-06,2.0371881253318465e-06,0.24592152654616642,0.34929251503157605,2.2306248947148913e-06,6.5751772074849435e-06,1.2441239502017184e-05,1.7455061464502665e-06,5.748136937666821e-06
546,200909211938A,d-10,preprocessed_10s_to_120s,3.400403919025089e-06,5.259611847244226e-06,1.2252439643231457e-05,1.1350439838589844e-05,1.5112593166557842e-05,3.1376381939781636e-06,2.7386360788040983e-06,0.5354248785544149,0.4739147644475393,4.330007883134657e-06,1.1801439740910651e-05,1.5112593166557842e-05,2.938137136391131e-06,8.54554448174857e-06
547,200909211938A,d-10,preprocessed_20s_to_120s,2.0864962411843238e-06,3.599109636933491e-06,6.643877667895498e-06,8.155406502264105e-06,1.060419643742066e-05,2.6332060268916594e-06,2.4688558855882607e-06,0.3564676704350695,0.37494167137287976,2.8428029390589076e-06,7.399642085079802e-06,1.060419643742066e-05,2.55103095623996e-06,5.849418104449833e-06
548,200909211938A,d-10,preprocessed_40s_to_120s,1.2461026897773913e-06,2.493148691393486e-06,3.71560850745196e-06,6.8279805860510754e-06,7.841824190563362e-06,1.0677533958592715e-06,1.3783996663891287e-06,0.24019113715012672,0.3677460067124269,1.8696256905854386e-06,5.271794546751518e-06,7.841824190563362e-06,1.2230765311242e-06,4.05158023975613e-06
549,200909211938A,d-15,preprocessed_10s_to_120s,3.6307044570083613e-06,5.3966306785369535e-06,1.2404120222849639e-05,1.1364862696190323e-05,1.5467573993348944e-05,3.4699517409134125e-06,3.011506914857674e-06,0.5392852982935972,0.4991006963667619,4.513667567772658e-06,1.1884491459519982e-05,1.5467573993348944e-05,3.2407293278855432e-06,8.776615587131781e-06
550,200909211938A,d-15,preprocessed_20s_to_120s,2.160874940138205e-06,3.6468158068294756e-06,6.586114072383108e-06,8.243925315280522e-06,1.092798877780061e-05,2.9622599685834393e-06,2.7480822465831582e-06,0.3761906475873028,0.4122162394087042,2.9038453734838403e-06,7.4150196938318155e-06,1.092798877780061e-05,2.8551711075832988e-06,6.025506238174891e-06
551,200909211938A,d-15,preprocessed_40s_to_120s,1.2635940021647925e-06,2.488431673972977e-06,3.7690142569684508e-06,6.753778508042765e-06,8.132044720896609e-06,1.091316283455011e-06,1.3891445549079264e-06,0.23838542082758948,0.3691694989536673,1.8760128380688848e-06,5.2613963825056075e-06,8.132044720896609e-06,1.2402304191814687e-06,4.1274210901631425e-06
552,200909211938A,d-5,preprocessed_10s_to_120s,3.30106216336361e-06,5.24430786238164e-06,1.2153641395123157e-05,1.1319475273783353e-05,1.483227539214852e-05,2.8237870382782852e-06,2.517938705089595e-06,0.5303169328674517,0.4626188256355285,4.272685012872625e-06,1.1736558334453255e-05,1.483227539214852e-05,2.67086287168394e-06,8.378095402789586e-06
553,200909211938A,d-5,preprocessed_20s_to_120s,2.068515969068523e-06,3.5674105430114766e-06,6.733002081683411e-06,8.063031990147817e-06,1.0260967758496109e-05,2.3397809135497453e-06,2.3105950975773456e-06,0.32902268914199934,0.35257893248427047,2.81796325604e-06,7.398017035915614e-06,1.0260967758496109e-05,2.325188005563545e-06,5.700534014003817e-06
554,200909211938A,d-5,preprocessed_40s_to_120s,1.2214382501322813e-06,2.4854455089979343e-06,3.6680734248944937e-06,6.805799364236806e-06,7.474509214590931e-06,1.0353555752617668e-06,1.344589367115967e-06,0.23658806205578622,0.3655574670148939,1.8534418795651077e-06,5.23693639456565e-06,7.474509214590931e-06,1.189972471188867e-06,3.938714989977639e-06
555,200909211938A,d0,preprocessed_10s_to_120s,3.335486633127388e-06,5.249519472475805e-06,1.1889170348799534e-05,1.1251099471536076e-05,1.4704826798543236e-05,2.6030589387584274e-06,2.3661005181302e-06,0.5255025625738751,0.45742988768138243,4.292503052801597e-06,1.1570134910167804e-05,1.4704826798543236e-05,2.4845797284443137e-06,8.263011122489237e-06
556,200909211938A,d0,preprocessed_20s_to_120s,2.0562114098300822e-06,3.5425582698112817e-06,6.795036112267607e-06,8.178417020491387e-06,1.0109551574441275e-05,2.1241385787576516e-06,2.118874553189121e-06,0.3083024542471009,0.3294449402431289,2.799384839820682e-06,7.486726566379497e-06,1.0109551574441275e-05,2.1215065659733865e-06,5.62929238665371e-06
557,200909211938A,d0,preprocessed_40s_to_120s,1.2153985407227919e-06,2.482375567359042e-06,3.6126721661968714e-06,6.706675500691658e-06,7.245224952757846e-06,1.0006296785628048e-06,1.325174975774872e-06,0.23103423748976545,0.36450616965037513,1.848887054040917e-06,5.159673833444265e-06,7.245224952757846e-06,1.1629023271688384e-06,3.854172041852966e-06
558,200909211938A,d10,preprocessed_10s_to_120s,3.7094258207284086e-06,5.374836680864964e-06,1.1971479872558881e-05,1.1055327367522357e-05,1.4595135515855788e-05,2.293412212265734e-06,2.1770021438778488e-06,0.5282439466732041,0.4686620509095088,4.542131250796686e-06,1.1513403620040618e-05,1.4595135515855788e-05,2.2352071780717913e-06,8.221469391191222e-06
559,200909211938A,d10,preprocessed_20s_to_120s,2.158228936671412e-06,3.5504491166200635e-06,6.811121041378786e-06,8.293514788491742e-06,9.973823792738304e-06,1.8460909365567183e-06,1.9310259009294206e-06,0.27933167817311755,0.31757681233274876,2.854339026645738e-06,7.552317914935264e-06,9.973823792738304e-06,1.8885584187430695e-06,5.567259788265594e-06
560,200909211938A,d10,preprocessed_40s_to_120s,1.2234894431784016e-06,2.4988695324592163e-06,3.5787744212756082e-06,6.722960764798798e-06,6.843900899609313e-06,9.291691666926165e-07,1.282803615350496e-06,0.21188470145671667,0.35938975894731084,1.8611794878188088e-06,5.150867593037203e-06,6.843900899609313e-06,1.1059863910215563e-06,3.7404835928717204e-06
561,200909211938A,d15,preprocessed_10s_to_120s,3.822803539667773e-06,5.3988542372952494e-06,1.2007596832913485e-05,1.1115093602284878e-05,1.467183616840483e-05,2.2304469345401856e-06,2.1305624548956344e-06,0.5404669266060533,0.4876852787717644,4.610828888481512e-06,1.1561345217599182e-05,1.467183616840483e-05,2.18050469471791e-06,8.25612874230086e-06
562,200909211938A,d15,preprocessed_20s_to_120s,2.2111304145176476e-06,3.5969641654659727e-06,7.016128049970957e-06,8.360938399734403e-06,9.94783156167756e-06,1.78532308963673e-06,1.8842716664348382e-06,0.2811037805270715,0.3278669095017424,2.90404728999181e-06,7.68853322485268e-06,9.94783156167756e-06,1.834797378035784e-06,5.593802363639459e-06
563,200909211938A,d15,preprocessed_40s_to_120s,1.2336920211848305e-06,2.488714191086299e-06,3.637552292517157e-06,6.690892873191211e-06,6.826295053277968e-06,9.130470358327224e-07,1.272812055487608e-06,0.2102194132246161,0.3614727271241163,1.8612031061355648e-06,5.164222582854184e-06,6.826295053277968e-06,1.0929295456601653e-06,3.7361625719819706e-06
564,200909211938A,d5,preprocessed_10s_to_120s,3.4956400328586017e-06,5.2451387869124144e-06,1.187747198380539e-05,1.1073977900618376e-05,1.457327476103217e-05,2.417259496141844e-06,2.2569341211813213e-06,0.5251780527568105,0.4602546648149252,4.370389409885508e-06,1.1475724942211883e-05,1.457327476103217e-05,2.3370968086615826e-06,8.189121480447786e-06
565,200909211938A,d5,preprocessed_20s_to_120s,2.1249908947153784e-06,3.564462840848202e-06,6.724855165960983e-06,8.084962230642176e-06,9.91785784633971e-06,1.9548555628504876e-06,2.0053224160086386e-06,0.28932756462162385,0.3176175381670681,2.8447268677817904e-06,7.404908698301579e-06,9.91785784633971e-06,1.980088989429563e-06,5.536895600463161e-06
566,200909211938A,d5,preprocessed_40s_to_120s,1.2145874557091755e-06,2.5002045149342908e-06,3.596780932429504e-06,6.710932206427157e-06,6.943625527437847e-06,9.599735530511002e-07,1.3033484845020184e-06,0.21833991828763658,0.36210391435622835,1.8573959853217331e-06,5.15385656942833e-06,6.943625527437847e-06,1.1316610187765593e-06,3.7716347752411173e-06
567,200910031736A,d-10,preprocessed_10s_to_120s,9.883524071434195e-06,1.3602268699233195e-05,4.146898304830809e-05,3.221563026403366e-05,6.81369484153961e-05,2.6661836848691636e-05,1.9941728738459247e-05,0.5345524821078953,0.6244961946058611,1.1742896385333695e-05,3.684230665617087e-05,6.81369484153961e-05,2.3301782793575443e-05,3.5005983562619026e-05
568,200910031736A,d-10,preprocessed_20s_to_120s,6.0231663104689075e-06,9.490245265571459e-06,2.4954395698762167e-05,2.4046032171748467e-05,5.070105124999181e-05,8.209024797977928e-06,7.2380459651288995e-06,0.3164174050111005,0.3384684864702866,7.756705788020182e-06,2.4500213935255317e-05,5.070105124999181e-05,7.723535381553413e-06,2.2670376588705178e-05
569,200910031736A,d-10,preprocessed_40s_to_120s,2.882931298874518e-06,5.4194630868909004e-06,1.0154981628004779e-05,1.1269283605341985e-05,2.2451482139429352e-05,1.3277765658250328e-06,1.473613204078707e-06,0.3141816165909634,0.3239515219802423,4.151197192882709e-06,1.0712132616673382e-05,2.2451482139429352e-05,1.4006948849518699e-06,9.678876708484328e-06
570,200910031736A,d-15,preprocessed_10s_to_120s,1.1996909886471755e-05,1.4692434244268577e-05,4.5409756046040516e-05,3.497087677019937e-05,7.291995657985738e-05,3.3873967550818706e-05,2.4076025173444995e-05,0.5997812309592896,0.7107887370086736,1.3344672065370165e-05,4.019031640811994e-05,7.291995657985738e-05,2.897499636213185e-05,3.885748535386984e-05
571,200910031736A,d-15,preprocessed_20s_to_120s,6.23044387455739e-06,1.005079327515385e-05,2.4986937712316542e-05,2.4035392016328253e-05,5.766173941582675e-05,8.251116839191016e-06,7.447416441668796e-06,0.3287640980930919,0.3678215864507013,8.14061857485562e-06,2.45111648643224e-05,5.766173941582675e-05,7.849266640429905e-06,2.454069737385867e-05
572,200910031736A,d-15,preprocessed_40s_to_120s,3.1257935843998307e-06,5.606128147601251e-06,1.2193153944562952e-05,1.3381620095253158e-05,2.3625156707550607e-05,1.8872086570034253e-06,1.8326832710905176e-06,0.3888475329314233,0.3943135114561418,4.365960866000541e-06,1.2787387019908056e-05,2.3625156707550607e-05,1.8599459640469714e-06,1.0659612639376544e-05
573,200910031736A,d-5,preprocessed_10s_to_120s,9.427437056860937e-06,1.3354481540897936e-05,4.186345131041856e-05,3.323146049540187e-05,6.32450582110269e-05,2.186949629201187e-05,1.7333273388226047e-05,0.5497358890129993,0.5853389761390271,1.1390959298879436e-05,3.7547455902910216e-05,6.32450582110269e-05,1.9601384840118957e-05,3.294621456323388e-05
574,200910031736A,d-5,preprocessed_20s_to_120s,6.286112629164813e-06,9.744743704742465e-06,2.6542907235318088e-05,2.450031953240768e-05,4.473479742589001e-05,8.959366048628947e-06,7.614311399116081e-06,0.3804058783734365,0.3663336876059375,8.015428166953639e-06,2.5521613383862882e-05,4.473479742589001e-05,8.286838723872514e-06,2.163966942514476e-05
575,200910031736A,d-5,preprocessed_40s_to_120s,2.99389223418286e-06,5.496338835576281e-06,1.1008826303505632e-05,1.1503298393720724e-05,2.1209644080617927e-05,1.4291548357865027e-06,1.506680599662896e-06,0.3273710680018353,0.3259230365952978,4.24511553487957e-06,1.1256062348613179e-05,2.1209644080617927e-05,1.4679177177246993e-06,9.544684920458843e-06
576,200910031736A,d0,preprocessed_10s_to_120s,8.93883477197671e-06,1.2492983035450672e-05,3.6261982290691025e-05,2.785860595946645e-05,5.4562033532281766e-05,1.5195874865576164e-05,1.251804061182215e-05,0.4574483328249869,0.4547744507158131,1.071590890371369e-05,3.206029412507874e-05,5.4562033532281766e-05,1.3856957738699157e-05,2.7798798574943335e-05
577,200910031736A,d0,preprocessed_20s_to_120s,5.409762580006666e-06,8.570740165762739e-06,2.254536175178051e-05,2.0079536434378863e-05,3.662216956352203e-05,6.782204375325615e-06,6.205255656252235e-06,0.27890758762904555,0.330303108930021,6.990251372884702e-06,2.131244909307969e-05,3.662216956352203e-05,6.493730015788925e-06,1.7854650011318837e-05
578,200910031736A,d0,preprocessed_40s_to_120s,2.7120922887472015e-06,5.46327580462452e-06,9.173652383272898e-06,1.0082756613484609e-05,1.6594559712531416e-05,1.1706201583643696e-06,1.3191745171196104e-06,0.2614174025537082,0.31376349679540216,4.08768404668586e-06,9.628204498378755e-06,1.6594559712531416e-05,1.24489733774199e-06,7.888836398834506e-06
