netsta,snr_r,snr_t,snr_z,allsnr_r,allsnr_t,allsnr_z,count
BO.OKW,4.312109429824563,1.729175657894737,9.773308991228067,1966.3219000000006,788.5041000000001,4456.628899999999,456
BO.ONS,6.8564676470588175,2.2310481092436967,8.705927731092432,3263.678599999997,1061.9788999999996,4144.021599999997,476
BO.OOW,6.314080733944957,1.282762844036697,8.787105504587158,1376.4696000000006,279.6422999999999,1915.5890000000004,218
BO.OSW,3.90216757322176,-0.7071328451882849,7.72484288702929,1865.2361000000014,-338.0095000000002,3692.4749000000006,478
BO.SAG,7.327548124999999,2.233414999999999,10.008114791666657,3517.2230999999997,1072.0391999999995,4803.895099999995,480
BO.SBR,5.329814075630251,1.893198319327733,10.607289075630263,2536.9914999999996,901.162400000001,5049.069600000005,476
BO.SBT,3.761270549450551,0.6710846153846162,9.276147912087918,1711.3781000000006,305.34350000000035,4220.647300000002,455
BO.SGN,6.043754885654882,1.551209147609148,9.628425155925155,2907.046099999998,746.1316000000003,4631.2725,481
BO.SHR,6.106139248434239,2.193305636743215,9.441843423799583,2924.8407000000007,1050.5934,4522.643,479
BO.SIB,4.897098523206746,2.40155253164557,10.134917932489449,2321.2246999999975,1138.3359,4803.951099999998,474
BO.SRN,5.499308096280084,1.6866358862144428,9.60037855579869,2513.1837999999984,770.7926000000003,4387.373000000001,457
BO.STM,6.324637422037424,2.5537251559251555,10.828930977130966,3042.150600000001,1228.3417999999997,5208.7157999999945,481
BO.TAS,6.227259791666664,2.447753958333334,9.169776666666673,2989.0846999999985,1174.9219000000003,4401.492800000003,480
BO.TGA,7.263600416666667,2.2533954166666676,9.338921875000006,3486.5282,1081.6298000000004,4482.682500000003,480
BO.TGW,6.247654602510463,2.6779956066945596,9.837804602510458,2986.378900000001,1280.0818999999995,4702.470599999999,478
BO.TKD,5.17014335664336,2.330860606060606,9.650418881118883,2217.9915000000015,999.9392,4140.029700000001,429
BO.TKO,5.998866666666662,2.512142735042735,9.96306858974359,2807.4695999999976,1175.6828,4662.716100000001,468
BO.TMC,7.535493110647176,2.9495837160751526,10.487592484342372,3609.501199999997,1412.8505999999982,5023.556799999996,479
BO.TMR,4.048261122661123,1.1275180873180868,8.951286070686066,1947.2136000000003,542.3361999999997,4305.568599999998,481
