time,latitude,longitude,depth,depthUnits,magnitude,magnitudeType,magnitudeContributor,catalog,contributor,name,flinnEngdahlRegion,flinnEngdahlRegionType
2015-12-17T12:44:03.140000Z,17.72,120.56,79890.0,METER,5.33,mw,,,,"LUZON, PHILIPPINES",0,1
2015-12-20T09:28:51.720000Z,12.93,124.38,111770.0,METER,5.33,mw,,,,"SAMAR, PHILIPPINES",0,1
2016-01-02T04:22:21.210000Z,44.83,129.75,587420.0,METER,5.83,mw,,,,NORTHEASTERN CHINA,0,1
2016-01-04T14:36:17.150000Z,19.23,120.86,31310.0,METER,5.07,mw,,,,PHILIPPINE ISLANDS REGION,0,1
2016-01-20T17:13:14.610000Z,37.67,101.68,14310.0,METER,5.91,mw,,,,"QINGHAI, CHINA",0,1
2016-01-27T01:24:34.040000Z,8.37,137.54,13650.0,METER,5.05,mw,,,,"W. CAROLINE ISLANDS, MICRONESIA",0,1
2016-01-30T00:08:52.230000Z,6.32,145.53,21000.0,METER,5.14,mw,,,,"E. CAROLINE ISLANDS, MICRONESIA",0,1
2016-01-30T03:25:19.780000Z,53.86,158.73,168070.0,METER,7.22,mw,,,,NEAR EAST COAST OF KAMCHATKA,0,1
2016-02-14T18:09:27.800000Z,30.43,138.67,421510.0,METER,5.75,mw,,,,"SOUTHEAST OF HONSHU, JAPAN",0,1
2016-04-12T11:24:54.710000Z,11.19,140.66,17270.0,METER,5.29,mw,,,,"W. CAROLINE ISLANDS, MICRONESIA",0,1
2016-04-18T11:42:01.970000Z,33.0,131.12,13240.0,METER,5.51,mw,,,,"KYUSHU, JAPAN",0,1
2016-05-03T00:00:53.740000Z,43.66,147.65,74130.0,METER,5.73,mw,,,,KURIL ISLANDS,0,1
2016-05-07T05:42:14.620000Z,31.14,129.05,12000.0,METER,5.4,mw,,,,"KYUSHU, JAPAN",0,1
2016-05-11T01:15:49.680000Z,31.87,95.12,17100.0,METER,5.5,mw,,,,XIZANG,0,1
2016-05-24T22:20:18.670000Z,18.56,145.21,524450.0,METER,5.15,mw,,,,MARIANA ISLANDS,0,1
2016-06-28T09:32:34.240000Z,55.24,159.63,13270.0,METER,5.12,mw,,,,"KAMCHATKA PENINSULA, RUSSIA",0,1
2016-07-23T01:00:23.430000Z,47.68,146.91,423220.0,METER,5.84,mw,,,,NORTHWEST OF KURIL ISLANDS,0,1
2016-07-25T15:11:57.450000Z,26.49,128.71,24210.0,METER,5.25,mw,,,,"RYUKYU ISLANDS, JAPAN",0,1
2016-08-04T16:24:38.190000Z,24.98,141.91,522700.0,METER,6.27,mw,,,,"VOLCANO ISLANDS, JAPAN REGION",0,1
2016-08-06T09:08:23.520000Z,6.12,125.27,94350.0,METER,5.3,mw,,,,"MINDANAO, PHILIPPINES",0,1
2016-08-10T04:06:58.500000Z,5.59,125.74,137150.0,METER,5.33,mw,,,,"MINDANAO, PHILIPPINES",0,1
2016-08-14T11:15:17.170000Z,50.45,142.3,12470.0,METER,5.76,mw,,,,"SAKHALIN, RUSSIA",0,1
2016-08-20T16:10:39.500000Z,40.38,143.82,20620.0,METER,5.3,mw,,,,"OFF EAST COAST OF HONSHU, JAPAN",0,1
2016-08-22T09:33:09.750000Z,29.95,138.89,408840.0,METER,5.59,mw,,,,"SOUTHEAST OF HONSHU, JAPAN",0,1
2016-08-24T10:34:58.300000Z,20.79,94.58,88320.0,METER,6.76,mw,,,,MYANMAR,0,1
2016-08-25T17:04:45.640000Z,30.69,137.78,473240.0,METER,5.91,mw,,,,"SOUTHEAST OF HONSHU, JAPAN",0,1
2016-09-03T12:26:46.220000Z,31.78,137.96,343380.0,METER,5.48,mw,,,,"SOUTHEAST OF HONSHU, JAPAN",0,1
2016-09-12T11:32:56.980000Z,35.79,129.12,20060.0,METER,5.51,mw,,,,SOUTH KOREA,0,1
2016-11-23T10:00:01.180000Z,27.36,140.02,491110.0,METER,5.82,mw,,,,"BONIN ISLANDS, JAPAN REGION",0,1
2016-11-24T00:35:11.740000Z,31.8,137.99,350940.0,METER,5.29,mw,,,,"SOUTHEAST OF HONSHU, JAPAN",0,1
2016-11-25T07:26:24.850000Z,54.35,160.95,99930.0,METER,5.23,mw,,,,NEAR EAST COAST OF KAMCHATKA,0,1
2016-12-04T21:34:25.610000Z,32.27,92.27,24000.0,METER,5.35,mw,,,,XIZANG,0,1
2016-12-19T20:44:43.180000Z,10.17,125.89,71710.0,METER,5.42,mw,,,,"LEYTE, PHILIPPINES",0,1
2016-12-20T13:51:17.950000Z,16.25,119.47,14080.0,METER,5.2,mw,,,,"LUZON, PHILIPPINES",0,1
2016-12-21T16:44:01.600000Z,21.55,145.6,12000.0,METER,5.92,mw,,,,MARIANA ISLANDS REGION,0,1
2017-01-03T09:09:04.000000Z,23.98,92.03,24470.0,METER,5.6,mw,,,,INDIA-BANGLADESH BORDER REGION,0,1
2017-01-12T17:04:59.520000Z,41.76,132.96,495640.0,METER,5.39,mw,,,,SEA OF JAPAN,0,1
2017-02-16T21:44:05.330000Z,18.41,145.23,355430.0,METER,5.05,mw,,,,MARIANA ISLANDS,0,1
2017-02-19T09:19:33.650000Z,35.64,140.74,45260.0,METER,5.49,mw,,,,"NEAR EAST COAST OF HONSHU, JAPAN",0,1
2017-03-05T00:08:22.530000Z,9.84,125.48,20330.0,METER,5.72,mw,,,,"MINDANAO, PHILIPPINES",0,1
2017-03-13T08:49:07.740000Z,14.32,145.31,107620.0,METER,5.56,mw,,,,MARIANA ISLANDS,0,1
2017-03-27T22:31:25.200000Z,42.07,138.38,12000.0,METER,5.2,mw,,,,EASTERN SEA OF JAPAN,0,1
2017-04-04T15:07:31.430000Z,47.28,85.08,32640.0,METER,5.26,mw,,,,KAZAKHSTAN-XINJIANG BORDER REG.,0,1
2017-04-11T15:55:53.740000Z,5.65,127.73,28220.0,METER,5.1,mw,,,,PHILIPPINE ISLANDS REGION,0,1
2017-04-20T15:20:45.960000Z,49.15,156.49,27150.0,METER,5.25,mw,,,,KURIL ISLANDS,0,1
2017-05-20T01:06:16.420000Z,9.33,124.02,544580.0,METER,5.98,mw,,,,"MINDANAO, PHILIPPINES",0,1
2017-05-22T11:00:59.300000Z,43.88,147.85,54970.0,METER,5.59,mw,,,,KURIL ISLANDS,0,1
2017-06-15T03:11:09.360000Z,19.87,122.5,188990.0,METER,5.18,mw,,,,PHILIPPINE ISLANDS REGION,0,1
2017-07-06T08:04:00.640000Z,11.15,124.68,12000.0,METER,6.48,mw,,,,"LEYTE, PHILIPPINES",0,1
2017-07-12T19:48:09.370000Z,40.89,131.56,556350.0,METER,5.92,mw,,,,SEA OF JAPAN,0,1
2017-08-02T18:18:11.570000Z,24.34,93.76,42260.0,METER,5.15,mw,,,,MYANMAR-INDIA BORDER REGION,0,1
2017-08-05T07:39:19.590000Z,7.88,125.05,19520.0,METER,5.2,mw,,,,"MINDANAO, PHILIPPINES",0,1
2017-08-08T05:49:35.250000Z,26.47,126.84,17670.0,METER,5.15,mw,,,,"RYUKYU ISLANDS, JAPAN",0,1
2017-08-10T00:43:19.760000Z,9.45,123.97,518230.0,METER,5.44,mw,,,,"NEGROS, PHILIPPINES",0,1
2017-09-07T17:26:51.720000Z,27.79,139.75,459750.0,METER,6.03,mw,,,,"BONIN ISLANDS, JAPAN REGION",0,1
2017-09-29T19:25:02.950000Z,53.11,160.22,56920.0,METER,5.31,mw,,,,NEAR EAST COAST OF KAMCHATKA,0,1
2017-11-09T07:42:15.960000Z,32.45,141.52,18720.0,METER,5.99,mw,,,,"SOUTHEAST OF HONSHU, JAPAN",0,1
2017-11-28T17:38:02.910000Z,18.47,145.76,189740.0,METER,5.25,mw,,,,MARIANA ISLANDS,0,1
2017-12-09T15:14:27.980000Z,10.03,140.17,12000.0,METER,6.06,mw,,,,"W. CAROLINE ISLANDS, MICRONESIA",0,1
2017-12-18T23:28:29.780000Z,30.78,131.76,12000.0,METER,5.09,mw,,,,"KYUSHU, JAPAN",0,1
2017-12-21T01:56:54.900000Z,29.17,142.67,12900.0,METER,5.21,mw,,,,"SOUTHEAST OF HONSHU, JAPAN",0,1
2017-12-31T03:48:59.540000Z,29.65,129.39,177430.0,METER,5.17,mw,,,,"RYUKYU ISLANDS, JAPAN",0,1
2017-12-31T14:53:32.600000Z,5.47,124.89,25190.0,METER,5.13,mw,,,,"MINDANAO, PHILIPPINES",0,1
2018-01-03T21:30:23.820000Z,29.66,140.3,12000.0,METER,5.43,mw,,,,"SOUTHEAST OF HONSHU, JAPAN",0,1
2018-01-18T12:08:56.230000Z,52.62,153.01,470550.0,METER,5.8,mw,,,,NORTHWEST OF KURIL ISLANDS,0,1
2018-02-05T20:56:23.720000Z,26.93,140.22,471580.0,METER,5.46,mw,,,,"BONIN ISLANDS, JAPAN REGION",0,1
2018-02-06T19:15:32.290000Z,23.94,121.83,18390.0,METER,5.48,mw,,,,TAIWAN,0,1
2018-02-11T23:14:20.130000Z,13.66,146.65,18220.0,METER,5.98,mw,,,,SOUTH OF MARIANA ISLANDS,0,1
2018-02-12T00:52:36.070000Z,6.11,133.59,17030.0,METER,5.11,mw,,,,"W. CAROLINE ISLANDS, MICRONESIA",0,1
2018-02-13T02:39:52.480000Z,12.34,93.15,73680.0,METER,5.2,mw,,,,"ANDAMAN ISLANDS, INDIA REGION",0,1
2018-03-18T18:00:14.790000Z,45.41,150.23,102080.0,METER,5.25,mw,,,,KURIL ISLANDS,0,1
2018-04-12T07:56:54.660000Z,43.7,139.52,225990.0,METER,5.24,mw,,,,EASTERN SEA OF JAPAN,0,1
2018-04-13T21:46:56.080000Z,46.48,151.19,111100.0,METER,5.09,mw,,,,KURIL ISLANDS,0,1
2018-04-24T04:08:36.820000Z,22.84,94.7,120620.0,METER,5.17,mw,,,,MYANMAR,0,1
2018-05-10T18:02:29.780000Z,6.95,123.7,543080.0,METER,5.88,mw,,,,"MINDANAO, PHILIPPINES",0,1
2018-06-17T22:58:36.710000Z,34.83,135.47,17300.0,METER,5.62,mw,,,,NEAR S. COAST OF WESTERN HONSHU,0,1
