142.94 41.79 7314 
139.85 27.68 7276 
141.91 24.98 7151 
138.79 30.02 6929 
155.59 50.64 6790 
130.1828 31.0794 6602 
122.31 20.24 6441 
94.68 24.46 6301 
103.12 30.22 6278 
121.5996 23.5823 6261 
142.3 50.45 6254 
122.2 24.48 6208 
90.4999 29.6551 6191 
142.52 43.83 6119 
139.75 27.79 6083 
123.98 25.3 5974 
141.2828 29.5795 5911 
141.72 12.14 5819 
134.93 42.12 5774 
123.6603 23.3535 5755 
139.94 31.47 5702 
120.68 13.67 5672 
94.95 25.09 5617 
131.02 42.77 5581 
101.68 37.67 5496 
129.12 35.79 5470 
94.7389 24.2893 5455 
97.9967 24.9215 5448 
105.5676 32.6947 5401 
140.0 36.4 5372 
138.88 30.02 5369 
104.0117 51.7641 5337 
152.77 53.44 5297 
126.9241 27.3412 5268 
102.0393 26.1872 5249 
134.69 34.43 4926 
146.65 13.66 4902 
123.7588 54.1686 4896 
131.12 33.0 4859 
138.4619 43.2706 4836 
139.39 36.89 4780 
94.8651 20.1438 4759 
139.94 26.94 4739 
122.1166 9.6565 4697 
95.7597 37.5133 4691 
128.6363 27.3384 4682 
96.28 33.2 4678 
119.82 15.11 4630 
142.3646 38.4043 4400 
141.8059 46.8397 4372 
147.85 43.88 4354 
137.78 30.69 4320 
145.26 18.82 4269 
125.48 9.84 4196 
147.87 45.09 3996 
124.37 13.07 3982 
124.02 9.33 3959 
147.65 43.66 3939 
145.22 46.97 3866 
99.55 30.95 3847 
145.18 18.54 3811 
126.47 26.64 3801 
92.03 23.98 3782 
106.39 39.74 3737 
159.37 55.67 3643 
141.7801 12.2954 3609 
137.91 29.79 3604 
92.89 32.37 3561 
147.4461 18.84 3530 
140.45 31.46 3528 
98.3157 52.1615 3489 
138.67 30.43 3451 
139.19 29.07 3446 
122.91 25.32 3438 
152.9555 46.6577 3414 
143.95 22.01 3410 
141.4452 37.6197 3396 
120.6441 57.4874 3391 
94.7873 24.2665 3378 
136.86 34.35 3374 
94.8473 24.319 3356 
138.9 47.29 3319 
104.51 43.98 3285 
125.06 25.77 3230 
121.92 21.24 3206 
94.45 25.4 3197 
140.19 27.16 3188 
160.22 53.11 3185 
121.2212 19.9665 3161 
143.0388 26.5758 3095 
131.05 42.82 3066 
94.627 22.9873 3060 
157.71 50.61 3035 
143.98 22.23 2982 
144.6698 19.2589 2927 
94.8 22.29 2902 
120.6079 13.7104 2754 
133.65 42.19 2704 
140.83 44.45 2679 
129.75 44.83 2645 
153.01 52.62 2645 
139.1478 41.6007 2625 
123.74 25.01 2616 
144.6 46.93 2591 
128.32 29.48 2532 
145.997 19.1667 2516 
140.35 26.73 2479 
148.12 47.86 2465 
140.5017 41.4685 2459 
125.89 10.17 2458 
145.31 14.32 2453 
146.9391 43.4296 2395 
140.02 27.36 2391 
140.18 41.05 2334 
138.88 30.21 2317 
150.23 45.41 2269 
129.39 29.65 2245 
155.01 49.61 2156 
141.6979 24.3681 2141 
159.29 52.85 2098 
139.31 28.23 2084 
138.89 29.95 2044 
124.38 12.93 2019 
143.24 22.7 2015 
