94.58 20.79 9141 
93.7079 11.1657 8135 
143.24 42.85 7541 
94.68 24.46 6301 
122.2 24.48 6208 
123.98 25.3 5974 
141.2828 29.5795 5911 
141.51 39.73 5824 
141.72 12.14 5819 
120.68 13.67 5672 
94.95 25.09 5617 
94.7389 24.2893 5455 
140.0 36.4 5372 
94.8651 20.1438 4759 
147.87 45.09 3996 
147.65 43.66 3939 
126.47 26.64 3801 
140.45 31.46 3528 
141.4452 37.6197 3396 
94.7873 24.2665 3378 
94.8473 24.319 3356 
125.06 25.77 3230 
94.627 22.9873 3060 
143.98 22.23 2982 
94.8 22.29 2902 
126.5361 6.0058 2876 
120.6079 13.7104 2754 
126.863 6.4159 2700 
123.74 25.01 2616 
145.997 19.1667 2516 
125.9821 5.9624 2472 
140.5017 41.4685 2459 
125.89 10.17 2458 
145.31 14.32 2453 
146.9391 43.4296 2395 
125.27 6.12 2378 
150.23 45.41 2269 
155.01 49.61 2156 
141.6979 24.3681 2141 
159.29 52.85 2098 
125.96 5.86 2072 
124.38 12.93 2019 
143.24 22.7 2015 
142.67 37.29 1938 
120.61 13.8 1874 
145.176 13.8268 1807 
150.314 45.7699 1742 
126.5593 7.0331 1739 
141.37 26.26 1722 
125.74 5.59 1680 
141.24 30.02 1656 
122.5097 24.7069 1617 
145.05 43.69 1607 
126.78 6.14 1589 
142.0874 42.6166 1548 
94.7 22.84 1508 
160.95 54.35 1439 
151.19 46.48 1423 
120.77 13.56 1395 
142.3291 23.7437 1329 
145.5435 14.8571 1308 
161.53 55.83 1259 
145.2953 13.7342 1234 
143.2751 12.3481 1224 
141.52 42.13 1170 
140.7738 42.0852 1141 
125.31 10.71 1114 
141.7335 41.761 1099 
146.86 17.95 1091 
143.54 12.59 1081 
142.22 41.73 909 
140.61 39.43 880 
144.7292 13.4542 868 
143.06 23.09 867 
144.49 43.28 825 
126.964 6.1195 806 
146.07 19.14 731 
144.97 13.58 726 
139.72 36.45 668 
127.38 5.1 664 
127.1178 5.8772 582 
93.93 23.97 563 
120.53 14.16 409 
93.15 12.34 389 
