94.58 20.79 201608241034A 
93.7079 11.1657 201005311951A 
143.24 42.85 201302021417A 
94.68 24.46 201102041353A 
122.2 24.48 201206092100A 
123.98 25.3 201104160111A 
141.2828 29.5795 201005031027A 
141.51 39.73 200807231526A 
141.72 12.14 201310061638A 
120.68 13.67 201105221642A 
94.95 25.09 201301090141A 
94.7389 24.2893 200909031951A 
140.0 36.4 201104160219A 
94.8651 20.1438 200909211938A 
147.87 45.09 201203121232A 
147.65 43.66 201605030000A 
126.47 26.64 201001151108A 
140.45 31.46 201102232214A 
141.4452 37.6197 201003131246A 
94.7873 24.2665 200908112143A 
94.8473 24.319 200912290901A 
125.06 25.77 201208080711A 
94.627 22.9873 201003122319A 
143.98 22.23 201102221409A 
94.8 22.29 201212221641A 
126.5361 6.0058 200908122004A 
120.6079 13.7104 200910182350A 
126.863 6.4159 201002260837A 
123.74 25.01 201107130719A 
145.997 19.1667 200812021231A 
125.9821 5.9624 200810230921A 
140.5017 41.4685 200809220731A 
125.89 10.17 201612192044A 
145.31 14.32 201703130849A 
146.9391 43.4296 201006050522A 
125.27 6.12 201608060908A 
150.23 45.41 201803181800A 
155.01 49.61 201007251257A 
141.6979 24.3681 201011071926A 
159.29 52.85 201502191632A 
125.96 5.86 200905291951A 
124.38 12.93 201512200928A 
143.24 22.7 200907291452A 
142.67 37.29 201105151214A 
120.61 13.8 200907040041A 
145.176 13.8268 201007100539A 
150.314 45.7699 200709031614A 
126.5593 7.0331 200911040621A 
141.37 26.26 200911031803A 
125.74 5.59 201608100406A 
141.24 30.02 200712070047A 
122.5097 24.7069 201007090041A 
145.05 43.69 201501081842A 
126.78 6.14 201001081214A 
142.0874 42.6166 200902280035A 
94.7 22.84 201804240408A 
160.95 54.35 201611250726A 
151.19 46.48 201804132146A 
120.77 13.56 200808011035A 
142.3291 23.7437 200909112057A 
145.5435 14.8571 201005012357A 
161.53 55.83 200904230211A 
145.2953 13.7342 200906191506A 
143.2751 12.3481 200805092151A 
141.52 42.13 201311271745A 
140.7738 42.0852 200708220726A 
125.31 10.71 200912300748A 
141.7335 41.761 201006272103A 
146.86 17.95 201501210651A 
143.54 12.59 201008230108A 
142.22 41.73 200910100842A 
140.61 39.43 201002282207A 
144.7292 13.4542 201004230646A 
143.06 23.09 201312100127A 
144.49 43.28 200912280012A 
126.964 6.1195 201002151015A 
146.07 19.14 201202250112A 
144.97 13.58 201008312116A 
139.72 36.45 200912172041A 
127.38 5.1 200912011611A 
127.1178 5.8772 200911170039A 
93.93 23.97 201502121433A 
120.53 14.16 201102220210A 
93.15 12.34 201802130239A 
