142.94 41.79 43.46 
139.85 27.68 458.51 
141.91 24.98 522.7 
138.79 30.02 412.03 
155.59 50.64 151.84 
130.1828 31.0794 162.6043 
122.31 20.24 187.68 
94.68 24.46 102.1204 
103.12 30.22 21.87 
121.5996 23.5823 31.7907 
142.3 50.45 12.47 
122.2 24.48 80.99 
90.4999 29.6551 8.8263 
142.52 43.83 191.48 
139.75 27.79 459.75 
123.98 25.3 138.08 
141.2828 29.5795 94.0445 
141.72 12.14 115.64 
134.93 42.12 390.36 
123.6603 23.3535 19.7529 
139.94 31.47 12.0 
120.68 13.67 127.7 
94.95 25.09 105.9 
131.02 42.77 571.87 
101.68 37.67 14.31 
129.12 35.79 20.06 
94.7389 24.2893 103.5245 
97.9967 24.9215 8.516 
105.5676 32.6947 1.4055 
140.0 36.4 80.59 
138.88 30.02 429.84 
104.0117 51.7641 19.6052 
152.77 53.44 654.8167 
126.9241 27.3412 154.0196 
102.0393 26.1872 15.0497 
134.69 34.43 18.43 
146.65 13.66 18.22 
123.7588 54.1686 11.8562 
131.12 33.0 13.24 
138.4619 43.2706 8.2868 
139.39 36.89 12.83 
94.8651 20.1438 74.1252 
139.94 26.94 511.9992 
122.1166 9.6565 16.27 
95.7597 37.5133 23.945 
128.6363 27.3384 46.5492 
96.28 33.2 11.0823 
119.82 15.11 40.4118 
142.3646 38.4043 40.6383 
141.8059 46.8397 3.083 
147.85 43.88 54.97 
137.78 30.69 473.24 
145.26 18.82 582.48 
125.48 9.84 20.33 
147.87 45.09 124.94 
124.37 13.07 9.7857 
124.02 9.33 544.58 
147.65 43.66 74.13 
145.22 46.97 378.01 
99.55 30.95 21.19 
145.18 18.54 515.23 
126.47 26.64 126.2072 
92.03 23.98 24.47 
106.39 39.74 25.6 
159.37 55.67 283.88 
141.7801 12.2954 4.8152 
137.91 29.79 506.0 
92.89 32.37 11.2987 
147.4461 18.84 34.1462 
140.45 31.46 90.51 
98.3157 52.1615 17.925 
138.67 30.43 421.51 
139.19 29.07 443.04 
122.91 25.32 213.1 
152.9555 46.6577 48.602 
143.95 22.01 156.13 
141.4452 37.6197 75.5884 
120.6441 57.4874 4.3615 
94.7873 24.2665 102.0963 
136.86 34.35 339.93 
94.8473 24.319 98.9283 
138.9 47.29 506.93 
104.51 43.98 14.5979 
125.06 25.77 140.6 
121.92 21.24 184.73 
94.45 25.4 41.07 
140.19 27.16 317.73 
160.22 53.11 56.92 
121.2212 19.9665 22.5853 
143.0388 26.5758 15.4664 
131.05 42.82 575.15 
94.627 22.9873 101.526 
157.71 50.61 44.29 
143.98 22.23 106.27 
144.6698 19.2589 433.2211 
94.8 22.29 142.17 
120.6079 13.7104 139.0624 
133.65 42.19 454.68 
140.83 44.45 248.28 
129.75 44.83 587.42 
153.01 52.62 470.55 
139.1478 41.6007 201.7951 
123.74 25.01 126.82 
144.6 46.93 389.99 
128.32 29.48 236.0 
145.997 19.1667 114.9429 
140.35 26.73 439.61 
148.12 47.86 389.29 
140.5017 41.4685 145.1055 
125.89 10.17 71.71 
145.31 14.32 107.62 
146.9391 43.4296 70.6988 
140.02 27.36 491.11 
140.18 41.05 170.82 
138.88 30.21 393.77 
150.23 45.41 102.08 
129.39 29.65 177.43 
155.01 49.61 136.31 
141.6979 24.3681 99.3705 
159.29 52.85 97.08 
139.31 28.23 504.11 
138.89 29.95 408.84 
124.38 12.93 111.77 
143.24 22.7 120.1674 
