158.73 53.86 201601300325A 
152.81 53.2 201310010338A 
145.7 49.97 201208140259A 
138.19 33.05 200908091055A 
145.35 18.67 201305140032A 
123.59 6.54 201007232208A 
123.9 6.62 201007232251A 
123.41 6.69 201007290731A 
138.17 31.61 201201010527A 
125.77 27.13 201111080259A 
139.85 27.68 201506231218A 
141.91 24.98 201608041624A 
138.79 30.02 201309040018A 
155.59 50.64 200904210526A 
153.77 54.61 201305240544A 
123.48 6.83 201007232315A 
130.1828 31.0794 200909031326A 
122.31 20.24 201309061133A 
140.56 27.94 201505301123A 
130.66 42.48 201002180113A 
142.52 43.83 201110210802A 
139.75 27.79 201709071726A 
139.253 28.6957 201011300324A 
123.5606 6.7774 200910041058A 
134.93 42.12 200912240023A 
131.02 42.77 201304051300A 
138.88 30.02 201304210322A 
152.77 53.44 200912100230A 
126.9241 27.3412 200903261919A 
139.94 26.94 201101122132A 
125.6544 5.7318 200812250320A 
137.78 30.69 201608251704A 
145.26 18.82 201511241321A 
151.48 52.36 201305241456A 
123.56 6.23 201007240535A 
124.02 9.33 201705200106A 
145.22 46.97 201308041556A 
145.18 18.54 201311191700A 
123.7 6.95 201805101802A 
159.37 55.67 201510160638A 
137.91 29.79 201211121115A 
138.67 30.43 201602141809A 
139.19 29.07 201210230853A 
122.91 25.32 201110300323A 
143.95 22.01 201305122305A 
136.86 34.35 201311181910A 
138.9 47.29 201207290920A 
121.92 21.24 201104291312A 
140.19 27.16 201510200929A 
131.05 42.82 201304060029A 
144.6698 19.2589 201003080947A 
133.65 42.19 201309020251A 
140.83 44.45 201301221329A 
153.01 52.62 201801181208A 
129.75 44.83 201601020422A 
139.1478 41.6007 200806041703A 
144.6 46.93 201112091942A 
128.32 29.48 201008071604A 
140.35 26.73 201110040137A 
148.12 47.86 201308312352A 
140.02 27.36 201611230959A 
140.18 41.05 200908240526A 
138.88 30.21 200810010938A 
129.39 29.65 201712310348A 
139.31 28.23 201202281507A 
138.89 29.95 201608220933A 
136.87 36.19 201008261508B 
139.97 27.1 201107151800A 
131.9614 42.5081 200805191008A 
152.96 52.76 201107181815A 
122.5 19.87 201706150311A 
130.86 43.2 201310292017A 
140.36 26.21 200905011257A 
146.87 46.82 201011021810A 
130.98 43.61 201105101526A 
148.66 48.13 201008130133A 
138.47 30.75 201205112034A 
142.85 21.71 201101291238A 
132.96 41.76 201701121704A 
137.84 31.08 201307281136A 
140.1701 39.0921 200804161919A 
140.19 27.02 201205262000A 
140.22 26.93 201802052056A 
137.37 45.1167 200806292053A 
124.68 6.49 201308182234A 
145.97 18.33 200903311529A 
145.11 18.89 201507152216A 
138.66 28.75 201204180537A 
133.48 37.88 201203161837A 
139.25 29.25 201501251041A 
122.2 25.81 201212081426A 
137.99 31.8 201611240035A 
139.56 27.71 201007302043A 
135.18 41.9 201505250637A 
145.76 18.47 201711281738A 
140.33 27.05 200909222259A 
141.97 48.94 201501141209A 
123.27 6.76 201007262306A 
142.62 21.67 201201262204A 
136.5974 33.8399 200708010815A 
139.52 43.7 201804120756A 
137.62 31.98 201212251708A 
149.11 48.33 201511111818A 
133.24 42.39 200907160629A 
145.54 19.0 200908031418A 
147.52 49.18 201105251002A 
138.02 31.99 201008182333A 
124.07 9.4 200908262220A 
141.78 45.99 201209220937A 
139.5883 27.8149 200807202130A 
148.39 47.78 200907100049A 
147.25 49.12 201207090720A 
126.26 8.56 201201241034A 
150.21 46.33 200908221318A 
123.97 9.45 201708100043A 
139.18 32.4 201304240621A 
145.2043 47.6184 200910262350A 
135.7398 40.8339 201002050648A 
133.91 43.37 200903130907A 
137.96 31.78 201609031226A 
142.18 45.53 201202071330A 
142.65 45.42 201303270125A 
138.48 30.27 201312181254A 
143.02 21.73 201506180828A 
145.0142 18.5664 201007040521A 
124.57 5.89 201201290006A 
123.73 7.1 201008242048A 
145.21 18.56 201605242220A 
123.4483 6.7318 201007121653A 
123.4 6.67 201106241723A 
138.44 30.87 201112301707A 
139.24 27.88 201104160920A 
123.94 8.34 201508021308A 
123.46 7.46 201110010421A 
123.56 6.86 201007250818A 
140.6 27.12 201106012334A 
145.23 18.41 201702162144A 
123.68 6.91 201010050826A 
147.61 47.9 201109190907A 
