201711281738A 145.76 18.47 189.74 5.25 2.0 1028 989 574295
201306041101A 151.36 45.38 29.99 5.35 2.4 1023 904 536217
200911042156A 95.8317 37.6648 8.1707 4.99 1.6 1021 905 585716
200909222259A 140.33 27.05 418.27 5.25 2.2 1019 638 582261
201501141209A 141.97 48.94 591.38 5.26 2.0 1008 1008 592545
201007262306A 123.27 6.76 634.57 5.41 2.4 999 946 587886
201211260533A 90.54 40.62 23.44 5.08 1.6 994 900 582354
200710251350A 154.333 45.882 30.8931 6.06 5.4 985 128 614277
201201262204A 142.62 21.67 303.11 5.26 2.0 958 888 551191
200708010815A 136.5974 33.8399 372.2754 5.41 2.6 955 404 541409
201804120756A 139.52 43.7 225.99 5.24 2.0 932 966 528074
201212251708A 137.62 31.98 377.48 5.23 2.0 927 881 510741
201511111818A 149.11 48.33 390.95 5.27 2.2 923 995 521700
200907160629A 133.24 42.39 485.47 5.29 2.2 920 908 535471
200908031418A 145.54 19.0 230.54 5.2 2.0 918 904 520132
200910100842A 142.22 41.73 86.8855 5.04 1.8 909 550 623198
200910031536A 127.8404 27.8395 17.2387 5.02 1.6 909 603 525605
201105251002A 147.52 49.18 568.69 5.31 2.2 894 987 515818
201106080153B 88.2752 43.056 21.6135 4.94 1.6 892 631 527569
201001141846A 143.0537 42.2129 65.6728 4.91 1.4 888 624 609237
201008182333A 138.02 31.99 367.39 5.27 2.2 882 946 491768
201002282207A 140.61 39.43 111.7856 5.03 1.6 880 584 589796
201004230646A 144.7292 13.4542 123.004 5.22 2.0 868 516 543865
201312100127A 143.06 23.09 93.65 5.09 1.8 867 982 525547
201312111614A 89.3 33.96 15.68 5.08 1.6 866 985 498685
200803130841A 146.67 43.12 48.9748 5.32 2.4 859 208 541333
200908262220A 124.07 9.4 572.58 5.31 2.2 846 845 509989
200912280012A 144.49 43.28 99.4563 4.94 1.4 825 555 526772
201306182302A 86.0 54.28 12.0 5.24 2.0 810 895 484851
201002151015A 126.964 6.1195 82.9181 5.06 1.8 806 489 517157
201209220937A 141.78 45.99 328.48 5.18 1.8 800 880 448625
200807202130A 139.5883 27.8149 485.0349 5.82 4.0 789 260 458484
200907100049A 148.39 47.78 387.66 5.35 2.4 786 896 441850
201207090720A 147.25 49.12 556.01 5.39 2.4 778 884 450257
201201241034A 126.26 8.56 201.54 5.13 1.8 771 898 437635
201105142230A 146.37 42.95 36.82 5.11 1.8 770 1016 432392
201309221930A 143.66 12.08 12.2 5.05 1.6 764 970 426727
200908221318A 150.21 46.33 162.79 5.1 1.8 762 849 428827
201002261618B 125.5208 5.8034 30.7257 4.96 1.6 747 526 449885
200906222310A 95.12 12.11 12.0 5.18 2.0 740 896 424806
201202250112A 146.07 19.14 119.21 5.14 1.8 731 899 439232
201708100043A 123.97 9.45 518.23 5.44 2.6 728 989 398669
201008312116A 144.97 13.58 135.01 5.06 1.6 726 949 424462
200910291700A 91.62 27.2 15.06 5.12 1.6 717 991 421189
200912292214A 126.763 10.0931 20.574 5.04 1.6 694 609 400537
201304240621A 139.18 32.4 220.61 5.09 1.6 688 889 386965
201202261159A 96.03 51.74 17.61 5.09 1.6 686 911 382921
200912172041A 139.72 36.45 78.7863 5.08 1.8 668 607 423730
200912011611A 127.38 5.1 121.05 5.15 2.0 664 505 433185
200910262350A 145.2043 47.6184 477.8597 5.28 2.2 654 490 383322
201002050648A 135.7398 40.8339 384.5539 5.19 2.0 654 648 367935
200903130907A 133.91 43.37 444.54 5.26 2.0 653 954 378174
201609031226A 137.96 31.78 343.38 5.48 2.6 635 1020 336636
201202071330A 142.18 45.53 317.84 5.24 2.0 631 899 343543
201305192351A 160.45 52.15 28.46 5.15 1.8 626 891 339579
200903111258A 91.95 10.85 15.0 5.12 1.6 608 949 331172
200712271752A 126.4201 9.6892 43.7307 5.1 2.0 600 226 392181
201802120052A 133.59 6.11 17.03 5.11 1.8 584 979 306075
201601300008A 145.53 6.32 21.0 5.14 1.8 583 1007 325202
200911170039A 127.1178 5.8772 94.8653 5.08 2.0 582 435 363841
201303270125A 142.65 45.42 288.4 5.05 1.6 565 872 313409
201502121433A 93.93 23.97 96.45 5.06 1.6 563 996 299315
201002260107A 122.7895 23.6924 24.8449 5.44 2.4 554 162 327731
201312181254A 138.48 30.27 434.87 5.2 2.0 553 987 318837
201506180828A 143.02 21.73 285.94 5.14 1.8 547 1007 299763
200911022135A 93.1213 13.9791 14.609 5.34 2.4 530 627 288703
201007040521A 145.0142 18.5664 453.4318 5.36 2.4 525 563 278123
201201290006A 124.57 5.89 384.71 5.36 2.4 508 891 276253
200803262006A 144.99 13.45 62.2842 5.54 3.0 493 111 299055
201704111555A 127.73 5.65 28.22 5.1 1.8 493 1007 262100
201008242048A 123.73 7.1 608.73 5.23 2.0 490 948 272978
201605242220A 145.21 18.56 524.45 5.15 1.8 472 1009 275931
201007121653A 123.4483 6.7318 612.105 5.25 2.4 437 562 238682
201106241723A 123.4 6.67 598.22 5.34 2.2 421 1012 226840
201102220210A 120.53 14.16 138.16 5.2 2.0 409 1010 217354
201112301707A 138.44 30.87 414.27 5.21 2.0 409 900 225300
201104160920A 139.24 27.88 517.34 5.18 1.8 400 1017 231771
201508021308A 123.94 8.34 619.79 5.19 2.0 399 999 221061
201110010421A 123.46 7.46 608.56 5.31 2.2 391 887 216373
201012251141A 143.78 26.97 12.0 5.08 1.6 389 996 215369
201802130239A 93.15 12.34 73.68 5.2 2.0 389 993 213128
201007250818A 123.56 6.86 608.48 5.27 2.0 329 947 179038
201106012334A 140.6 27.12 476.64 5.22 2.0 283 1018 155150
201702162144A 145.23 18.41 355.43 5.05 1.6 159 1008 83744
201103140652A 141.11 36.93 49.91 5.16 1.8 134 994 66361
201608201610A 143.82 40.38 20.62 5.3 2.2 129 1017 71859
201010050826A 123.68 6.91 605.73 5.18 1.8 117 937 59845
201109190907A 147.61 47.9 402.62 5.19 2.0 103 880 50406
